word,word_count,df,doc_len,idf,tf,tf-idf,,,,,,,,
नोंंनोलाय,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
नोंखाय,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
नोंखौ,24,23,225,1.86332286,0.106666667,0.198754438,,,,,,,,
नोंखौना,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
नोंगखाई,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
नोंगा,6,6,26,2.446899446,0.230769231,0.564669103,,,,,,,,
नोंगै,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
नोंगौ,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
नोंङा,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
नोंजों,2,2,13,2.9240207,0.153846154,0.449849339,,,,,,,,
नोंथ,1,1,20,3.225050696,0.05,0.161252535,,,,,,,,
नोंथां,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
नोंथांआ,2,2,38,2.9240207,0.052631579,0.153895826,,,,,,,,
नोंथांना,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
नोंथाङानो,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
नोंथाङाबो,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
नोंदा,2,2,21,2.9240207,0.095238095,0.278478162,,,,,,,,
नोंना,10,10,92,2.225050696,0.108695652,0.241853337,,,,,,,,
नोंनाबो,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
नोंनाबो।हाजो,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
नोंनाव,4,4,74,2.622990705,0.054054054,0.141783281,,,,,,,,
नोंनावल',1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
नोंना।,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
नोंनि,65,62,657,1.432659007,0.098934551,0.141739476,,,,,,,,
नोंनिखानिखौ,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
नोंनिनो,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
नोंनो,9,8,130,2.321960709,0.069230769,0.160751126,,,,,,,,
नोंनोलाइ,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
नोंबा,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
नोंबादि,2,2,36,2.9240207,0.055555556,0.162445594,,,,,,,,
नोंबायदि,6,6,56,2.446899446,0.107142857,0.262167798,,,,,,,,
नोंबायदिनि,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
नोंबो,19,19,188,1.946297095,0.10106383,0.196700238,,,,,,,,
नोंबो!,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
नोंबो‌,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
नोंमा,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
नोंल'सो,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
नोंलाइ,4,4,28,2.622990705,0.142857143,0.374712958,,,,,,,,
नोंलाय,26,25,274,1.827110687,0.094890511,0.173375467,,,,,,,,
"नोंलाय,",1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
नोंसिना,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
नोंसिनि,5,5,51,2.526080692,0.098039216,0.24765497,,,,,,,,
नोंसो,3,3,52,2.747929441,0.057692308,0.158534391,,,,,,,,
नोंसोर,40,38,410,1.6452671,0.097560976,0.160513863,,,,,,,,
नोंसोरखौ,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
नोंसोरनाव,1,1,19,3.225050696,0.052631579,0.16973951,,,,,,,,
नोंसोरनावलाय,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
नोंसोरनि,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
नोंसोरनिया,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
नोंसोरनो,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
नोंसोरबायदि,2,2,36,2.9240207,0.055555556,0.162445594,,,,,,,,
नोंसोरबो,1,1,27,3.225050696,0.037037037,0.119446322,,,,,,,,
नोंसोरलाय,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
नोंस्रा,1,1,20,3.225050696,0.05,0.161252535,,,,,,,,
नोंहा,11,10,109,2.225050696,0.100917431,0.224546401,,,,,,,,
नोंहाथ',1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
नोंहाबो,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
नों।,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
नोआ,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
नोआव,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
नोऔ,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
नोखोर,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
नोखोरऔ,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
नोखौ,2,2,8,2.9240207,0.25,0.731005175,,,,,,,,
नोगोर,2,2,7,2.9240207,0.285714286,0.835434486,,,,,,,,
नोजोर,2,2,25,2.9240207,0.08,0.233921656,,,,,,,,
नोनाऊ,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
नोनि,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
नोमफा,4,4,40,2.622990705,0.1,0.26229907,,,,,,,,
नोमफाखौ,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
नोमफानि,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
नोमफाया,2,2,20,2.9240207,0.1,0.29240207,,,,,,,,
नोमा,14,14,142,2.07892266,0.098591549,0.204964206,,,,,,,,
नोमाखौ,3,3,18,2.747929441,0.166666667,0.45798824,,,,,,,,
नोमाखौसो,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
नोमाजों,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
नोमानि,5,5,51,2.526080692,0.098039216,0.24765497,,,,,,,,
नोमानिथो,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
नोमाया,3,3,36,2.747929441,0.083333333,0.22899412,,,,,,,,
नोमायालाय,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
नोरजिया,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
नोलाय,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
नोवो,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
पइसा,3,3,20,2.747929441,0.15,0.412189416,,,,,,,,
पक,2,2,9,2.9240207,0.222222222,0.649782378,,,,,,,,
पक्ष,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
परिबर्थननि,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
परेंव,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
पष्टार,1,1,28,3.225050696,0.035714286,0.115180382,,,,,,,,
पस्टआनो,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
पांताओ,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
पाउआरानो,1,1,35,3.225050696,0.028571429,0.092144306,,,,,,,,
पाकिस्तान,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
पाकिस्तानी,4,4,18,2.622990705,0.222222222,0.582886823,,,,,,,,
पारति,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
पार्क,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
पार्टी,2,2,23,2.9240207,0.086956522,0.25426267,,,,,,,,
पार्था,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
पावारसो,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
पास,3,3,22,2.747929441,0.136363636,0.374717651,,,,,,,,
पि,7,4,133,2.622990705,0.052631579,0.138052142,,,,,,,,
पिको,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
पिज़्ज़ा,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
पुतिन,3,3,19,2.747929441,0.157894737,0.433883596,,,,,,,,
पुतिनि,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
पुलिस,9,9,51,2.270808187,0.176470588,0.400730856,,,,,,,,
पुलिसऔ,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
पुलिसफर,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
पुलिसफुरा,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
पु्रनिमायाव,1,1,28,3.225050696,0.035714286,0.115180382,,,,,,,,
पूजा,2,2,15,2.9240207,0.133333333,0.389869427,,,,,,,,
पेथ्रल,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
पोरहेंव,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
पोरेखाओ,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
पोस्ट,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
प्रखास,3,3,38,2.747929441,0.078947368,0.216941798,,,,,,,,
प्रखासनि,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
प्रदेश,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
प्रमद,40,38,514,1.6452671,0.077821012,0.12803635,,,,,,,,
प्रमदखौ,5,5,68,2.526080692,0.073529412,0.185741227,,,,,,,,
प्रमदनि,5,5,58,2.526080692,0.086206897,0.217765577,,,,,,,,
प्रमदा,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
प्रेजेंटेशन,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
प्रेस,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
प्रेसमिथ,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
प्रोग्रामिंग,2,2,13,2.9240207,0.153846154,0.449849339,,,,,,,,
प्रोजेक्ट,9,9,55,2.270808187,0.163636364,0.371586794,,,,,,,,
प्रोफेसर,4,4,23,2.622990705,0.173913043,0.456172296,,,,,,,,
प्लटेसे,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
प्लेट,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
प्लेन,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
प्लेयर,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
फंक्शन,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
फंबाय,2,2,18,2.9240207,0.111111111,0.324891189,,,,,,,,
फंबाय।,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
फंसेबो,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
फइ,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फइगुन,2,2,9,2.9240207,0.222222222,0.649782378,,,,,,,,
फइनगा,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
फइबइ,3,3,18,2.747929441,0.166666667,0.45798824,,,,,,,,
फइलाई,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फग्ला,4,4,33,2.622990705,0.121212121,0.317938267,,,,,,,,
फग्लासो,2,2,13,2.9240207,0.153846154,0.449849339,,,,,,,,
फजितिप,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
फथ,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
फद,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
फन,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
फनव,4,4,19,2.622990705,0.210526316,0.552208569,,,,,,,,
फना,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
फनाजोबो,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
फन्ना,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
फब,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
"फबसिनगोन,",1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
फर,12,12,93,2.14586945,0.129032258,0.276886381,,,,,,,,
फराय,2,2,22,2.9240207,0.090909091,0.265820064,,,,,,,,
फरायदोंमोन,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
फरायनाय,2,2,19,2.9240207,0.105263158,0.307791653,,,,,,,,
फरायनायनि,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
फरायनो,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फरायसा,3,3,34,2.747929441,0.088235294,0.242464362,,,,,,,,
फरायसाफोरानो,1,1,35,3.225050696,0.028571429,0.092144306,,,,,,,,
फरायसाफ्रा,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
फरायसालि,3,2,70,2.9240207,0.042857143,0.125315173,,,,,,,,
फरायसालिआव,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फरायसालिआवसो,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
फरायसालिया,1,1,35,3.225050696,0.028571429,0.092144306,,,,,,,,
फरायहैयैखौ,1,1,35,3.225050696,0.028571429,0.092144306,,,,,,,,
फरायो,2,2,9,2.9240207,0.222222222,0.649782378,,,,,,,,
फरिबरथन,3,3,19,2.747929441,0.157894737,0.433883596,,,,,,,,
फरों,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फलंना,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
फलिथिक्स,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फलिथिक्सनि,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फलियु,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फवरद्व,4,4,21,2.622990705,0.19047619,0.499617277,,,,,,,,
फवरवंगव,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
फविदंग,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फविनाईऔ,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फविनाओ,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
फविया,2,2,11,2.9240207,0.181818182,0.531640127,,,,,,,,
फवी,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फव्रणव,2,2,13,2.9240207,0.153846154,0.449849339,,,,,,,,
फसथार,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
फस्थ,2,2,20,2.9240207,0.1,0.29240207,,,,,,,,
फस्थखौ,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
फाइखारिआलाय,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
फाइनल,3,3,20,2.747929441,0.15,0.412189416,,,,,,,,
फागल,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
फागला,1,1,62,3.225050696,0.016129032,0.052016947,,,,,,,,
फागलासो,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फाग्रा,1,1,19,3.225050696,0.052631579,0.16973951,,,,,,,,
फाग्ला,45,44,546,1.58159802,0.082417582,0.130351485,,,,,,,,
फाग्लाजों,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
फाग्लानि,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
फाग्लाफोर,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
फाग्लाफोर।,2,2,32,2.9240207,0.0625,0.182751294,,,,,,,,
फाग्लाबायदि,2,2,23,2.9240207,0.086956522,0.25426267,,,,,,,,
फाग्लामार,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
फाग्लायाबो,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
फाग्लासो,3,3,35,2.747929441,0.085714286,0.235536809,,,,,,,,
फाग्लि,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
फाग्लिखौ,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
फाथेसेनानि,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
फानग्रा,4,4,32,2.622990705,0.125,0.327873838,,,,,,,,
फानग्रासो,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
फानथा,11,11,125,2.183658011,0.088,0.192161905,,,,,,,,
फानथाखौ,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
फानथाफोर,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
फानथाव,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
फानदायनायबो,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
फाननानै,1,1,41,3.225050696,0.024390244,0.078659773,,,,,,,,
फाननो,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
फानबाय,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
फानलाय,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
फानो,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फान्था,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फान्थाफोर,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फान्ना,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
फान्नानै,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
फापिसिन।,1,1,41,3.225050696,0.024390244,0.078659773,,,,,,,,
फाफिसथ,2,1,15,3.225050696,0.133333333,0.430006759,,,,,,,,
फाफि‌,1,1,22,3.225050696,0.045454545,0.146593213,,,,,,,,
फाब्लिकफोरखौ,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
फायखारि,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
फायखारिनाव,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
फारथिखौ,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
फारथिनि,2,2,28,2.9240207,0.071428571,0.208858621,,,,,,,,
फारनैथिंबो,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फारमेसन,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
फारसे,3,3,50,2.747929441,0.06,0.164875766,,,,,,,,
फारसेजों,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फारसेथिं,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
फारिफ्रा,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
फारिलाइआ,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फारौ,2,2,22,2.9240207,0.090909091,0.265820064,,,,,,,,
फालथु,3,3,30,2.747929441,0.1,0.274792944,,,,,,,,
फालाय,1,1,28,3.225050696,0.035714286,0.115180382,,,,,,,,
फाव,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
फावखुंगिरिफोरनि,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फास,2,2,22,2.9240207,0.090909091,0.265820064,,,,,,,,
फासि,4,4,44,2.622990705,0.090909091,0.2384537,,,,,,,,
फासिसो,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
फिथ,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फिथाइनि,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फिथाय,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फिदिंजादों,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
फिनायजो,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
फिनायजों,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
फिफानि,2,2,23,2.9240207,0.086956522,0.25426267,,,,,,,,
फिफायाबो,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
फिल्म,3,3,18,2.747929441,0.166666667,0.45798824,,,,,,,,
फिस,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फिसा,15,15,121,2.048959437,0.123966942,0.254003236,,,,,,,,
फिसाइ,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
फिसाखौ,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
फिसाजया,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फिसाजोफोरनि,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
फिसाज्लाखौ,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
फिसाज्व,2,2,17,2.9240207,0.117647059,0.344002435,,,,,,,,
फिसाफोर,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
फिसाफोरखौ,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
फिसाफोरा,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
फिसाफ्रा,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
फिसाया,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फिसायाथ,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फिसाला,3,3,18,2.747929441,0.166666667,0.45798824,,,,,,,,
फिसासो,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
फिसिना,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फिसौ,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
फील्ड,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
फीस,7,6,34,2.446899446,0.205882353,0.503773415,,,,,,,,
फुं,2,2,16,2.9240207,0.125,0.365502588,,,,,,,,
फुंआव,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फुंग,2,2,11,2.9240207,0.181818182,0.531640127,,,,,,,,
फुइसा,25,25,163,1.827110687,0.153374233,0.280231701,,,,,,,,
फुई,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
फुख्रिआव,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
फुङाव,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फुजा,4,4,48,2.622990705,0.083333333,0.218582559,,,,,,,,
फुजाआवबा,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
फुटबॉल,2,2,9,2.9240207,0.222222222,0.649782378,,,,,,,,
फुथबल,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
फुनग,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
फुनगाओन,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फुरकव,60,59,366,1.454198684,0.163934426,0.238393227,,,,,,,,
फुरखु,23,23,138,1.86332286,0.166666667,0.31055381,,,,,,,,
फुरनि,16,16,101,2.020930713,0.158415842,0.32014744,,,,,,,,
फुरा,55,55,305,1.484688007,0.180327869,0.267730624,,,,,,,,
फुल,1,1,24,3.225050696,0.041666667,0.134377112,,,,,,,,
फुलिसा,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
फेजेनग्राया,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फेदोंबा,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
फेदोंसो,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
फेननोई,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फेना,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
फेनायखौ,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
फेन्दा,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
फेफाराव,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
फेयरवेल,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
फेल,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फेलें,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फेलों,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फेसबुकऔ,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फै,5,5,22,2.526080692,0.227272727,0.574109248,,,,,,,,
फैखायो,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
फैखो,2,2,25,2.9240207,0.08,0.233921656,,,,,,,,
फैगुन,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फैगोन,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फैगौ,3,3,36,2.747929441,0.083333333,0.22899412,,,,,,,,
फैथारला,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
फैथो,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
फैदों,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
फैनाय,2,2,33,2.9240207,0.060606061,0.177213376,,,,,,,,
फैनायजोंल',1,1,48,3.225050696,0.020833333,0.067188556,,,,,,,,
फैनायफोरा,1,1,19,3.225050696,0.052631579,0.16973951,,,,,,,,
फैनो,2,2,11,2.9240207,0.181818182,0.531640127,,,,,,,,
फैबाय,3,3,78,2.747929441,0.038461538,0.105689594,,,,,,,,
फैब्ला,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फैलायखोब्रा,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फैलायबाय,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
फैलै,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फैसा,7,7,72,2.379952656,0.097222222,0.231384286,,,,,,,,
फैसानि,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फैसाबो,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
फोंगबै,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
फोजोबस्रांनो,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
फोटो,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
फोथायनो,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
फोथारखौ,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
फोथारफोराव,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
फोनांग्रा,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फोनीओ,2,2,11,2.9240207,0.181818182,0.531640127,,,,,,,,
फोर,5,5,63,2.526080692,0.079365079,0.200482595,,,,,,,,
फोरखौ,9,9,91,2.270808187,0.098901099,0.224585425,,,,,,,,
फोरखौथ,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
फोरखौबो,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फोरजों,1,1,27,3.225050696,0.037037037,0.119446322,,,,,,,,
फोरनि,6,6,33,2.446899446,0.181818182,0.444890808,,,,,,,,
फोरनिसो,2,2,24,2.9240207,0.083333333,0.243668392,,,,,,,,
फोरनि‌,1,1,22,3.225050696,0.045454545,0.146593213,,,,,,,,
फोरनो,1,1,27,3.225050696,0.037037037,0.119446322,,,,,,,,
फोरबो,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
फोरमान,4,3,82,2.747929441,0.048780488,0.134045339,,,,,,,,
फोरमायदों,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फोरमायो,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फोरा,8,8,84,2.321960709,0.095238095,0.221139115,,,,,,,,
फोराइबै,3,3,13,2.747929441,0.230769231,0.634137563,,,,,,,,
फोराइव,4,4,19,2.622990705,0.210526316,0.552208569,,,,,,,,
फोराईसाली,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
फोरानो,2,2,18,2.9240207,0.111111111,0.324891189,,,,,,,,
फोरानोथ,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
फोराबो,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
फोरालाय,2,2,25,2.9240207,0.08,0.233921656,,,,,,,,
फोराव,2,2,32,2.9240207,0.0625,0.182751294,,,,,,,,
फोरासो,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
फोरों,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
फोरोंखो,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
फोरोंगिरि,2,2,6,2.9240207,0.333333333,0.974673567,,,,,,,,
फोरोंगिरिखौ,2,2,10,2.9240207,0.2,0.58480414,,,,,,,,
फोरोंगिरिफोरनो,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
फोरोंगिरिफ्रा,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
फोरोंदों,2,2,29,2.9240207,0.068965517,0.2016566,,,,,,,,
