task_1,word,word_count,df,doc_len,idf,tf,tf-idf,,,,,,,,,,,,,
HOF,বুৰঞ্জীতহে,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,বুৰঞ্জীৰ,1,1,24,3.605951158,0.041666667,0.150247965,,,,,,,,,,,,,
HOF,বৃক্ষ,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,বৃত্তিৰ,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,বৃদ্ধি,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,বৃহত্ত্বৰ,2,1,10,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,বে-,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
HOF,বেংকুলি,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,বেংকৰ,1,1,27,3.605951158,0.037037037,0.133553747,,,,,,,,,,,,,
HOF,বেইমান,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,বেক,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,বেকগ্ৰাউণ্ডত,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,বেকাৰ,1,1,23,3.605951158,0.043478261,0.156780485,,,,,,,,,,,,,
HOF,বেক্ষনা,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,বেঙী,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,বেঙ্গলত,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,বেঙ্গলী,1,1,24,3.605951158,0.041666667,0.150247965,,,,,,,,,,,,,
HOF,বেচিব,1,1,27,3.605951158,0.037037037,0.133553747,,,,,,,,,,,,,
HOF,বেচেৰি,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,বেচৰকাৰী,1,1,25,3.605951158,0.04,0.144238046,,,,,,,,,,,,,
HOF,"বেছি,",1,1,22,3.605951158,0.045454545,0.163906871,,,,,,,,,,,,,
HOF,বেছি।,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,বেছিকে,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,বেছিকৈ।,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,বেছিভাগ,1,1,21,3.605951158,0.047619048,0.17171196,,,,,,,,,,,,,
HOF,বেছিভাগেই,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,বেছী,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,বেজ,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,বেজাই,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,বেঞ্চ,1,1,25,3.605951158,0.04,0.144238046,,,,,,,,,,,,,
HOF,বেটাই,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,বেটীাই,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,বেদখলকাৰীক,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,বেপারী,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,বেপাৰ,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,বেপাৰি,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,বেপাৰীক,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,বেপেৰুৱা,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,বেব...,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,বেবহাৰ,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,বেব😂😂,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,বেয়া।,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,বেয়াকে,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,বেয়াকৈ,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,বেযোৱা,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,বেলেক,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,বেলেগক,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,বেশ্যালয়,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,বেষ্ট,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,বেস্যাৰ,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,বেহ,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,বেহা-বেপাৰৰ,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,বেহায়া,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
HOF,বেহেনও,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,বোৰ্খা,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,বেয়াকৈ,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,বেয়াৰ,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,বেৰ,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,বেৰনীয়া,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,বেৱ্যস্থা,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,বৈনাৰেক,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,বৈনেক,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,বৈশিষ্ট,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
HOF,বোইদেহি,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,বোচেশ্বৰিক,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,বোজব,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,বোঝতে,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,বোনা,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,বোনাই,2,1,45,3.605951158,0.044444444,0.160264496,,,,,,,,,,,,,
HOF,বোনাইচো,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,বোনাউ,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,বোনাবোলে?,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,বোনৰি,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,বোনৰী,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
HOF,বোপা-তই,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,বোপাই,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,বোলি,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,বোলোকি,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,বোৰকে,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,বোৰকো,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,বোৰত,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,বোৰে।,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,বোৰো,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
HOF,বোৱাৰি,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,বৌ,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,"বৌদ্ধ,",1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,বৌম,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
HOF,বৌম😂😂,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
HOF,বৌৱাৰী,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,ব্যক্তি,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,ব্যক্তিত্ব,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,ব্যক্তিৰ,1,1,29,3.605951158,0.034482759,0.124343143,,,,,,,,,,,,,
HOF,ব্যঙ।,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,ব্যবসায়-বাণিজ্য,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,ব্যবহাৰ,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ব্যস্ত...কিন্ত্ত,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,ব্যৱস্থাতো,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,ব্যৱস্থাৰ,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,ব্লক,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,ব্লু,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ব্ৰহ্মপুত্ৰৰ,1,1,22,3.605951158,0.045454545,0.163906871,,,,,,,,,,,,,
HOF,ব্ৰা,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ব্ৰাছ,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,ব্ৰেইন,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ব্ৰেইনৰ,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,ব্ৰেলেট,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,বড়ো,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,বঢ়িয়া,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,বঢ়িয়া।,1,1,2,3.605951158,0.5,1.802975579,,,,,,,,,,,,,
HOF,বৰকথা,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,বৰটেঙা,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,বৰণৰ,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,বৰবৰ,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,বৰবৰুৱাই,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,বৰমোৰীয়াৰ,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,বৰাকৰ,1,1,57,3.605951158,0.01754386,0.063262301,,,,,,,,,,,,,
HOF,বৰাতকেও,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,"বৰুৱা,",1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,বৰুৱাক,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,বৰুৱাৰ,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
HOF,বৰ্ণৰ,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,বৰ্তন,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,বৰ্তমানৰ,1,1,25,3.605951158,0.04,0.144238046,,,,,,,,,,,,,
HOF,বৰ্তাই,1,1,39,3.605951158,0.025641026,0.092460286,,,,,,,,,,,,,
HOF,বৰ্ত্তমান,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,বৰ্ফি,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ভংগিমা,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ভংগীমা,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ভকতক,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,ভকতৰ,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,ভক্তসকলে,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,ভক্তিৰে,1,1,21,3.605951158,0.047619048,0.17171196,,,,,,,,,,,,,
HOF,ভগা,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,ভগৱান।কিমান,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,ভট,1,1,389,3.605951158,0.002570694,0.009269797,,,,,,,,,,,,,
HOF,ভতা,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ভনিক,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ভনিয়েকক,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,ভনীয়েক,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,"ভনীয়েক,",1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
HOF,ভনীয়ে,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ভন্টি,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,ভন্ডামী,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,ভবিষ্যত,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,ভভলা,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,ভয়ংকৰ,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,ভয়ছটো,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,ভয়ত,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,ভয়তে,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,ভয়নিয়ে,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ভল,1,1,21,3.605951158,0.047619048,0.17171196,,,,,,,,,,,,,
HOF,ভলোকা,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,ভাই.,1,1,26,3.605951158,0.038461538,0.138690429,,,,,,,,,,,,,
HOF,ভাইও,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,ভাইটি,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,ভাইটো,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,ভাইৰাচ,2,1,9,3.605951158,0.222222222,0.801322479,,,,,,,,,,,,,
HOF,ভাইৰাচতকৈ,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,ভাইৰাছটোক,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,ভাইৰেল,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,ভাওনা,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,ভাকু,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,ভাগিনীয়েক,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,ভাগে,2,1,11,3.605951158,0.181818182,0.655627483,,,,,,,,,,,,,
HOF,ভাঙী,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,ভাঙীছে,1,1,34,3.605951158,0.029411765,0.106057387,,,,,,,,,,,,,
HOF,ভাঙীব,1,1,34,3.605951158,0.029411765,0.106057387,,,,,,,,,,,,,
HOF,ভাঙুৰা,1,1,2,3.605951158,0.5,1.802975579,,,,,,,,,,,,,
HOF,ভাচমল,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ভাজ,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,ভাজপা,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ভাতটো,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,ভাতিজীয়েকক,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
HOF,ভাবছিলাম,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,ভাবা,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ভাবিছা,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ভাবিছিল,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ভাবিছিলি,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,ভাবিছিলো,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,ভাবিছেনে,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ভাবিয়ে,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,ভাবিলো,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,ভাবুকি,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
HOF,ভাবো,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,ভায়া,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,ভাযাৰ,1,1,35,3.605951158,0.028571429,0.103027176,,,,,,,,,,,,,
HOF,ভারতর,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,ভালকৈই,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ভালকৈয়ে,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,ভালবোৰ,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ভাল্,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,ভাষণ,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,"ভাষণ,,,,",1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,ভাষণৰ,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,ভাষন,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,ভাষাক,1,1,57,3.605951158,0.01754386,0.063262301,,,,,,,,,,,,,
HOF,ভাষাতহে,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ভাষাতো,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,ভাষাৰ,1,1,24,3.605951158,0.041666667,0.150247965,,,,,,,,,,,,,
HOF,ভাষী,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,ভাষীবোৰৰ,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,"ভাষ্যত,-----অসম",1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,ভাহি,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,ভাড়া,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,ভাৰ,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,ভাৰতক,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
HOF,ভাৰতবাসীৰ,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,ভাৰতবৰ্ষ,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,ভাৰতীয়,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,ভাৰপ্ৰাপ্ত,1,1,25,3.605951158,0.04,0.144238046,,,,,,,,,,,,,
HOF,ভাৰালৈ,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,ভাৰৰ,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,ভাৱতা,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,ভাৱিলি,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,ভাৱো,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,ভিউজ,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ভিএলকে,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,ভিএলজিই,1,1,21,3.605951158,0.047619048,0.17171196,,,,,,,,,,,,,
HOF,ভিএলহুয়া,1,1,39,3.605951158,0.025641026,0.092460286,,,,,,,,,,,,,
HOF,ভিক্ষা,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,ভিডিঅ'টো,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,ভিডিঅ'বাৰ্তা,1,1,24,3.605951158,0.041666667,0.150247965,,,,,,,,,,,,,
HOF,ভিডিঅ'বোৰ,1,1,26,3.605951158,0.038461538,0.138690429,,,,,,,,,,,,,
HOF,ভিডিঅ'‌টোলে‌,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ভিডিঅ....,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ভিডিঅʼ,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,ভিডিঅটো,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,ভিডিওৰ,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ভিডিঔ,1,1,26,3.605951158,0.038461538,0.138690429,,,,,,,,,,,,,
HOF,ভিডিয়,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,ভিত্তি,1,1,27,3.605951158,0.037037037,0.133553747,,,,,,,,,,,,,
HOF,ভিতৰ,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,ভিতৰচৰাত,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,ভিদিঅ,1,1,29,3.605951158,0.034482759,0.124343143,,,,,,,,,,,,,
HOF,ভিদিও‌,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,ভিন্ন,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,ভীৰুতাৰহে,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,ভুকত,1,1,42,3.605951158,0.023809524,0.08585598,,,,,,,,,,,,,
HOF,ভুকাদি,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,ভুকি,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ভুকিচে,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,ভুকিব,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,ভুকিলে,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,ভুকে.....,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,ভুক্ত,1,1,25,3.605951158,0.04,0.144238046,,,,,,,,,,,,,
HOF,ভুখণ্ডৰ,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ভুগিক,1,1,25,3.605951158,0.04,0.144238046,,,,,,,,,,,,,
HOF,ভুগিব,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,ভুটি,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
HOF,ভুতজলকীয়া,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,ভুবনে,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,ভুমি,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
HOF,ভুমিক,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
HOF,ভুমিকা,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,ভুলটো,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,ভুলোকা,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,ভুল‌,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,ভুৰ,1,1,21,3.605951158,0.047619048,0.17171196,,,,,,,,,,,,,
HOF,ভুৱন,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,ভূট,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,ভূত,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,ভূপেন,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,ভূবন,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,ভূবা,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
HOF,ভূমি,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,ভূমিত,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,ভূৱন/বিশ্বৰ,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,ভূৱা,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,ভেকু,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,ভেকোঁভাওনা,1,1,2,3.605951158,0.5,1.802975579,,,,,,,,,,,,,
HOF,ভেকোৰ,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,ভেজাল,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,ভেটিব,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,ভেতি,1,1,33,3.605951158,0.03030303,0.109271247,,,,,,,,,,,,,
HOF,"ভেতি,ঘৰ",1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,ভেদ,1,1,27,3.605951158,0.037037037,0.133553747,,,,,,,,,,,,,
HOF,ভেনা,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,ভেন্দি,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,ভেলিত,1,1,57,3.605951158,0.01754386,0.063262301,,,,,,,,,,,,,
HOF,ভৈনী,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,ভৈনীয়েকক,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,ভোকি,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
HOF,ভোটত,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
