,word,word_count,doc_count,doc_len
4411,দৰমহা,2,2,31
4412,দৰাৰ,1,1,10
4413,দৰিদ্ৰ,2,2,37
4414,দৰে,52,51,711
4415,"দৰে,",1,1,22
4416,দৰেই,1,1,10
4417,দৰে‌,1,1,8
4418,দৰ্গাহ,1,1,39
4419,দৰ্জীয়ে,1,1,15
4420,দৰ্মহা,1,1,14
4421,দৰ্শক,1,1,13
4422,দৰ্শকে,1,1,18
4423,দৰ্শন,1,1,15
4424,ধং,1,1,17
4425,ধংস,5,5,52
4426,ধক্ৰামীৰ,1,1,5
4427,ধন,1,1,5
4428,ধনঘটি,1,1,15
4429,ধনবোৰ,1,1,13
4430,ধনাত্মক,1,1,5
4431,ধনী,2,1,32
4432,ধন্য,4,4,102
4433,ধন্যবাদ,16,16,144
4434,"ধন্যবাদ,",1,1,17
4435,ধন্যবাদ।,1,1,4
4436,ধন্যবাদৰ,1,1,19
4437,ধন্যাদৰ,1,1,10
4438,ধপাত,1,1,50
4439,ধমত,1,1,8
4440,ধর্ম,1,1,11
4441,ধর্মীয়,1,1,19
4442,"ধর্মেৰ,",1,1,9
4443,ধর্মৰ,1,1,34
4444,ধলা,1,1,24
4445,ধষণ,1,1,21
4446,ধষর্ণকাৰীয়ে,1,1,19
4447,ধালি,1,1,16
4448,ধাৰা,1,1,5
4449,ধিওক,1,1,6
4450,ধিক্কাৰ,2,2,25
4451,ধিলা,1,1,9
4452,ধুইছা,2,2,15
4453,ধুকিয়ে,1,1,13
4454,ধুনিয়া,1,1,7
4455,ধুনীয়া,9,7,33
4456,ধুনীয়া,2,2,17
4457,"ধুনীয়া,",1,1,5
4458,ধুনু,1,1,5
4459,ধুব,4,3,18
4460,ধুবুৰীলৈ,1,1,18
4461,ধুমুহা,1,1,8
4462,ধুৰ,1,1,2
4463,ধুৰিগো,1,1,6
4464,ধুৰৰ,1,1,2
4465,ধুৱা,1,1,5
4466,ধুৱাই,1,1,10
4467,ধূমকেতুৰ,1,1,15
4468,ধৃতৰাষ্ট্ৰৰ,1,1,20
4469,ধেইত,1,1,12
4470,ধেত,1,1,2
4471,ধেমাজিৰ,1,1,14
4472,ধেমালি,4,4,66
4473,ধেমালী,4,4,38
4474,ধেৎতেৰি,1,1,16
4475,ধৈজ,1,1,21
4476,ধৈর্য।,1,1,12
4477,ধোঁৱা,1,1,16
4478,ধোদাংৰ,1,1,6
4479,ধোৱন,1,1,9
4480,ধোৱা,3,3,27
4481,ধোৱাৰ,1,1,13
4482,ধ্বংস,5,5,74
4483,ধ্বংসৰ,1,1,33
4484,ধ্বনি,1,1,21
4485,ধৰক,1,1,14
4486,ধৰণে,1,1,8
4487,ধৰণৰ,2,2,31
4488,ধৰনৰ,3,3,52
4489,ধৰম,1,1,8
4490,ধৰষনকাৰী,1,1,6
4491,ধৰা,5,5,73
4492,ধৰাই,2,2,21
4493,ধৰাত,1,1,15
4494,ধৰাৰ,1,1,8
4495,ধৰি,18,18,250
4496,ধৰিছে,3,3,42
4497,ধৰিব,6,6,96
4498,ধৰিবই,1,1,8
4499,ধৰিবকে,1,1,15
4500,ধৰিবলৈ,1,1,24
4501,ধৰিললেই,1,1,17
4502,ধৰিলে,2,2,18
4503,ধৰিলে।guest,1,1,21
4504,ধৰে,1,1,12
4505,ধৰে...,1,1,5
4506,ধৰ্ম,15,14,205
4507,"ধৰ্ম,",2,2,30
4508,ধৰ্মক,6,6,98
4509,ধৰ্মকো,1,1,13
4510,ধৰ্মত,4,4,56
4511,ধৰ্মতেই,2,2,26
4512,ধৰ্মতো,1,1,10
4513,ধৰ্মান্ধ,1,1,6
4514,ধৰ্মালম্বী,1,1,14
4515,ধৰ্মালম্বীক,1,1,16
4516,ধৰ্মী,1,1,24
4517,ধৰ্মৰ,13,13,187
4518,ধৰ্মৰ?,1,1,29
4519,ধৰ্ষণ,6,5,67
4520,"ধৰ্ষণ,",1,1,11
4521,ধৰ্ষণৰে,1,1,5
4522,ধৰ্ষন,5,4,38
4523,"ধৰ্ষনকাৰী,",1,1,19
4524,ন,10,10,163
4525,ন।,1,1,6
4526,নং.1.ফিউজ,1,1,20
4527,নঅসমীয়া,1,1,27
4528,নকও,1,1,17
4529,নকওঁ,3,3,49
4530,নকওঁ‌,1,1,13
4531,নকওক,1,1,19
4532,নকতকী,1,1,4
4533,নকপিছিল।,1,1,22
4534,নকবা।,1,1,10
4535,নকব৷,1,1,3
4536,নকমে,1,1,16
4537,নকয়,2,2,43
4538,নকলেই,1,1,14
4539,নকলোঁ,1,1,9
4540,নকলোৱেই,1,1,12
4541,নকাচাৰিৰ,1,1,12
4542,নকুবাই,1,1,14
4543,নকুয়া,1,1,20
4544,নকৈ,3,3,52
4545,নকোও,1,1,3
4546,নক্ষত্ৰ,1,1,23
4547,"নক্সালবাদী,",1,1,15
4548,নকয়,5,5,42
4549,নকৰক,1,1,7
4550,"নকৰক,,,,",1,1,3
4551,নকৰা,2,2,13
4552,নকৰাকৈ,1,1,10
4553,নকৰায়,1,1,14
4554,নকৰি,3,3,61
4555,নকৰিব,5,5,63
4556,নকৰিব।,2,2,15
4557,নকৰিবহে।,1,1,6
4558,নকৰিবা,4,4,50
4559,নকৰিবি,2,2,17
4560,নকৰিলে,6,6,97
4561,নকৰিলে।,2,2,21
4562,নকৰিলেই,1,1,15
4563,নকৰিৱ।,1,1,31
4564,নকৰু,1,1,6
4565,নকৰে,18,18,290
4566,"নকৰে,",1,1,9
4567,"নকৰে,আৰু",1,1,12
4568,নকৰে......,1,1,23
4569,নকৰে?,1,1,9
4570,নকৰে।,7,7,67
4571,নকৰেই,1,1,26
4572,নকৰেনো,1,1,8
4573,নকৰে৷,1,1,13
4574,নকৰো,1,1,5
4575,"নকৰো,",1,1,8
4576,নকৰো।,1,1,9
4577,নকৰোঁ,1,1,6
4578,নক’লে,1,1,16
4579,নক’লে?,1,1,16
4580,নগ'লো,1,1,22
4581,নগন্য,1,1,16
4582,নগল,1,1,12
4583,নগলিলে,1,1,10
4584,নগ্ন,2,2,23
4585,নঘমায়,1,1,8
4586,নচলা,2,1,14
4587,নচলে,4,4,54
4588,নচুৱাই,2,1,11
4589,নচুৱালে,1,1,6
4590,নচ্ছ্যাত,1,1,42
4591,নজনা,4,4,74
4592,নজনাকৈ,2,2,33
4593,নজৰ,1,1,31
4594,নটি,1,1,10
4595,নতকী,1,1,8
4596,নতি,2,2,12
4597,নতিৰ,1,1,5
4598,নতুন,15,15,241
4599,নতুনকৈ,2,2,44
4600,নথকা,6,6,87
4601,নথকা।,1,1,12
4602,নদীত,1,1,7
4603,নধৰি,1,1,14
4604,নধৰিলে।,1,1,16
4605,নধৰে।,1,1,13
4606,নন্দিতা,1,1,5
4607,নপঢ়িলি,1,1,4
4608,নপুংসক,1,1,15
4609,নপৰে,2,2,30
4610,নবকিবি।,1,1,9
4611,নবচোৱা,1,1,14
4612,নবৈ,1,1,23
4613,নমস্কাৰ।,1,1,20
4614,নমাই,3,3,28
4615,নমুনা,2,2,8
4616,নম্বৰ,4,4,98
4617,নম্বৰ।,1,1,16
4618,নম্বৰতহে,1,1,13
4619,নম্বৰী,1,1,12
4620,নম্বৰেৰে,1,1,14
4621,"নম্ৰ,",1,1,16
4622,নমৰ,1,1,7
4623,নমৰালৈকে,1,1,6
4624,নয়ন,1,1,15
4625,নয়নৰ,1,1,13
4626,নলও,1,1,8
4627,নলগালে,1,1,19
4628,"নলব,,,",1,1,39
4629,নলবি,2,2,17
4630,নলয়,1,1,11
4631,নলা,1,1,5
4632,নলাত,1,1,9
4633,নলেজ,1,1,30
4634,নলয়,1,1,18
4635,নষ্ট,3,3,40
4636,নস্ত,1,1,5
4637,নহ'ব,1,1,9
4638,"নহ'ব,আগোল",1,1,25
4639,"নহ'ব,কাৰন",1,1,15
4640,নহ'লে,7,7,104
4641,নহ'য়,1,1,14
4642,নহই,2,2,13
4643,নহওঁক,3,3,29
4644,নহওক,4,4,30
4645,নহক,1,1,9
4646,নহতিৰ,1,1,9
4647,নহব,5,5,56
4648,নহব।,2,2,30
4649,নহবও,1,1,11
4650,নহবি,1,1,2
4651,নহয়,36,34,503
4652,"নহয়,",1,1,8
4653,"নহয়,বয়সে",1,1,22
4654,নহয়।,12,12,179
4655,নহয়।।।,1,1,6
4656,নহয়।তুমাৰহে,1,1,10
4657,নহল,5,4,47
4658,নহল।,1,1,19
4659,নহলহেতেন,1,1,9
4660,নহলে,16,16,245
4661,নহলেও,1,1,8
4662,নহলো,1,1,17
4663,নহা,1,1,6
4664,নহাকৈয়ে,1,1,10
4665,নহোই,1,1,30
4666,নহয়,53,53,624
4667,নহয়!?,1,1,11
4668,"নহয়""",1,1,8
4669,"নহয়,",6,6,101
4670,নহয়.,1,1,9
4671,নহয়.আৰু,1,1,15
4672,নহয়।,3,3,33
4673,নহয়।ভৱিষ্যত,1,1,9
4674,নহয়টো,1,1,11
4675,নহৱ,1,1,8
4676,নহৱ।,1,1,31
4677,নহ‌য়,2,2,15
4678,নহ’লে,1,1,7
4679,না,22,20,256
4680,না?,1,1,5
4681,নাই,208,202,2315
4682,নাই!,1,1,6
4683,"নাই,",15,15,179
4684,"নাই,,",1,1,17
4685,"নাই,,,",1,1,39
4686,"নাই,,,এইয়া",1,1,7
4687,নাই.,1,1,20
4688,নাই..,1,1,18
4689,নাই...,1,1,20
4690,নাই.....অসমত,1,1,16
4691,নাই....গতিকে..,1,1,11
4692,নাই?,1,1,7
4693,নাই।,27,27,331
4694,নাই।।,1,1,5
4695,নাইকি,1,1,9
4696,নাইকিয়া,1,1,6
4697,নাইকিয়া.....,1,1,5
4698,নাইকিয়া,4,4,70
4699,নাইকীয়া,4,4,56
4700,নাইকীয়াহত।,1,1,11
4701,নাইচা,1,1,5
4702,নাইছা,1,1,5
4703,নাইটো...,1,1,15
4704,নাইনা,1,1,19
4705,নাইনে,1,1,10
4706,নাইনেকি,1,1,15
4707,নাইপোৱা,1,1,21
4708,নাইবা,1,1,5
4709,নাই৷,1,1,9
4710,নাও,1,1,16
4711,নাকত,1,1,11
4712,নাকামাৰো,1,1,8
4713,নাকি,3,3,44
4714,নাকিত,1,1,12
4715,নাকী,4,4,45
4716,নাখাব,1,1,25
4717,"নাখালে,",1,1,24
4718,নাখায়,2,2,38
4719,নাগপুৰৰ,2,2,23
4720,নাগাল,1,1,12
4721,নাগাৰা,1,1,18
4722,নাগিৰিকত্ব,1,1,11
4723,নাগে৷নহলে,1,1,10
4724,নাগৰিক,2,2,24
4725,নাগৰিকক,1,1,18
4726,নাগৰিকত্ব,2,2,28
4727,নাঙঠ,2,2,16
4728,নাঙঠা,1,1,11
4729,নাঙল,1,1,9
4730,নাচক,1,1,15
4731,নাচনী,1,1,8
4732,নাচাই,1,1,15
4733,নাচাজে।,1,1,8
4734,নাচায়,1,1,29
4735,নাচি,1,1,17
4736,নাচিব,2,2,25
4737,নাচিল,1,1,19
4738,নাচিল।,1,1,8
4739,নাচিলু,1,1,8
4740,নাচিলে,1,1,5
4741,নাচুত,1,1,17
4742,নাছা,1,1,16
4743,নাছাও,1,1,7
4744,নাছিল,4,4,52
4745,নাছিলো,2,2,30
4746,নাছিলোঁ।,1,1,10
4747,নাজা,1,1,4
4748,নাজাই,1,1,21
4749,নাজান,1,1,8
4750,নাজানাইলে,1,1,7
4751,নাজানিলে,2,2,8
4752,নাজানু,1,1,7
4753,নাজানে,11,10,139
4754,নাজানে।,1,1,15
4755,নাজানেযে,1,1,25
4756,নাজানো,7,7,67
4757,নাজানো?,2,2,38
4758,নাজানো।,2,2,27
4759,নাজায়,2,2,7
4760,নাজিৰ,1,1,10
4761,নাজিৰা,1,1,11
4762,নাটক,6,6,60
4763,নাটকত,1,1,9
4764,নাটকৰ,2,2,12
4765,নাতিকা,1,1,4
4766,নাথ,1,1,20
4767,নাথকিবি,2,2,29
4768,নাথাকি,1,1,9
4769,নাথাকিব।,2,2,23
4770,নাথাকিলেও,1,1,16
4771,নাথাকে,7,7,85
4772,নাথাকে...,1,1,13
4773,নাদাখি,1,1,3
4774,নানাধৰণৰ,1,1,15
4775,নানিব,1,1,10
4776,নাপলু,1,1,10
4777,নাপা,1,1,19
4778,নাপাই,5,4,55
4779,নাপাউ,1,1,20
4780,নাপাও,3,2,26
4781,নাপাওঁ,1,1,33
4782,নাপাওঁ।,2,2,29
4783,নাপাব,3,3,39
4784,"নাপাব,",1,1,9
4785,নাপাবা,1,1,13
4786,নাপাবি,1,1,4
4787,নাপাবি😂😂...,1,1,4
4788,নাপায়,10,10,141
4789,নাপালা,2,2,10
4790,নাপালা...,1,1,20
4791,নাপালী,1,1,11
4792,নাপালে,3,3,42
4793,নাপালো,1,1,18
4794,নাপালোঁ,2,2,19
4795,নাপালোং,1,1,17
4796,নাপায়|,1,1,11
4797,নাপায়।,4,4,55
4798,নাপায়।তেন্তে,1,1,14
4799,নাপায়।সূৰ্যই,1,1,13
4800,নাপাৰক,1,1,21
4801,নাপাৱ,1,1,5
4802,"নাপে,তুহু",1,1,10
4803,নাপ্পাই,1,1,5
4804,নাবাৰ,1,1,7
4805,নাভাবি,1,1,8
4806,নাভাবিবিয়ে,1,1,5
4807,নাভাবো,1,1,15
4808,নাভাবো।,1,1,13
4809,নাভি,2,2,21
4810,নাভুত,1,1,17
4811,নাম,13,13,145
4812,নাম-ফলকবোৰৰ,1,1,29
4813,নামঘৰীয়া,1,1,13
4814,নামটো,2,2,33
4815,নামটোৱে,1,1,7
4816,নামত,14,14,172
4817,নামত),1,1,26
4818,নামনি,4,4,57
4819,নামনিও,1,1,9
4820,নামনিত,1,1,16
4821,নামাকৰণ,1,1,15
4822,নামাকৰন,1,1,9
4823,নামানু,2,1,3
4824,নামানে,1,1,13
4825,নামানে।,1,1,9
4826,নামানো,8,7,85
4827,"নামানো,",1,1,18
4828,"নামানো,,",1,1,14
4829,"নামানো,,,,,",1,1,5
4830,নামানো।,1,1,9
4831,নামাৰিব,1,1,14
4832,নামাৰিবি,1,1,13
4833,নামি,1,1,25
4834,নামিবি,1,1,30
4835,নামী,1,1,43
4836,নামেই,2,2,23
4837,নামেৰে,1,1,15
4838,নাম্বাৰ,1,1,12
4839,নামৰ,10,10,148
4840,নায়,1,1,5
4841,নাযাওঁ,1,1,13
4842,নাযাব,1,1,9
4843,নাযাব।,1,1,20
4844,নাযায়,2,2,15
4845,নাযায়,1,1,14
4846,নাযায়।,2,2,24
4847,নাযাৱ,1,1,7
4848,নালগিলেও,1,1,13
4849,নালগে,1,1,9
4850,নালাগ,1,1,16
4851,নালাগিছিল,1,1,3
4852,নালাগিছিল।,1,1,6
4853,নালাগিল,1,1,9
4854,নালাগে,20,20,236
4855,"নালাগে,বেমাৰী",1,1,14
4856,নালাগে।,7,7,81
4857,নালাগে😊,1,1,12
4858,নালেজ,2,2,26
4859,নালেজি,1,1,6
4860,নাহাঁহি,1,1,10
4861,নাহিবা,1,1,31
4862,নাহে,1,1,14
4863,"নাহে,",1,1,25
4864,নাহো,1,1,7
4865,নায়,1,1,5
4866,নাৰাখে,1,1,13
4867,নাৰায়নৰ,1,1,9
4868,নাৰিকল,1,1,9
4869,নাৰী,13,12,140
4870,"নাৰী,",2,2,21
4871,নাৰীও,1,1,16
4872,নাৰীক,1,1,5
4873,নাৰীকে,1,1,8
4874,নাৰীসকল,1,1,16
4875,নাৰীসকলৰ,1,1,12
4876,নাৰীয়ে,1,1,11
4877,নাৰীৰ,6,6,73
4878,নাৰ্ছ,1,1,21
4879,নাৰ্ছে,1,1,4
4880,নি,10,10,108
4881,"নি,,যাৰ",1,1,32
4882,নি:শেষ,1,1,16
4883,নিউছ,1,1,15
4884,নিউজ,33,32,349
4885,নিউজ।,1,1,6
4886,নিউজটো,3,3,30
4887,নিউজত,1,1,16
4888,নিউজবোৰৰ,1,1,6
4889,নিউজলৈ।,1,1,13
4890,নিউজে,1,1,13
4891,নিউজৰ,1,1,10
4892,নিউজ‌,1,1,8
4893,নিও,1,1,17
4894,নিকাহ,1,1,8
4895,নিকি,3,3,21
4896,নিকিন,1,1,14
4897,নিকৃষ্ট,1,1,2
4898,নিখিকিলে,1,1,5
4899,নিগনি,2,2,12
4900,নিগনীয়ে,1,1,5
4901,নিগ্ৰো,1,1,5
4902,নিচাই,1,1,13
4903,নিচান,1,1,14
4904,নিচিনা,17,17,176
4905,নিচিনাহে,1,1,19
4906,নিচেই,1,1,13
4907,নিচ্চিত,1,1,13
4908,নিছিনা,2,2,17
4909,নিছিল,1,1,7
4910,নিজ,9,8,151
4911,নিজক,3,3,34
4912,নিজকে,14,14,206
4913,"নিজকে,",1,1,25
4914,নিজকে।,1,1,8
4915,নিজকেই,1,1,10
4916,নিজতো,1,1,7
4917,নিজস্বতা,1,1,5
4918,নিজান,1,1,17
4919,নিজে,22,19,225
4920,নিজেই,14,13,191
4921,নিজেইলাজ,1,1,18
4922,নিজেও,1,1,15
4923,নিজেওঁ,1,1,8
4924,নিজোকে,1,1,5
4925,নিজোৰ,1,1,30
4926,নিজ্জৰ,1,1,16
4927,নিজৰ,74,70,1000
4928,নিজৰজনীকেই,1,1,4
4929,নিজৰটো,1,1,27
4930,নিজৰা,1,1,20
4931,নিজৰে,1,1,14
4932,নিডিয়া,1,1,10
4933,নিতিত,1,1,32
4934,নিতুমণি,1,1,12
4935,নিত্য,1,1,4
4936,নিদিঅ.,1,1,11
4937,নিদিও,3,3,33
4938,নিদিও।,2,2,14
4939,নিদিব,5,5,46
4940,নিদিব।।,1,1,7
4941,নিদিবা,3,3,30
4942,নিদিবি,1,1,8
4943,নিদিয়া।,1,1,9
4944,নিদিয়ে,2,2,27
4945,নিদিয়ে।,3,3,41
4946,নিদিলে,3,3,30
4947,নিদিলেই,1,1,5
4948,নিদিলেযে,1,1,6
4949,নিদিয়ক।আমি,1,1,10
4950,নিদিয়ে,3,3,26
4951,"নিদিয়ে,",1,1,14
4952,নিদিয়ে।,1,1,18
4953,নিদিৰ্ষ্ট,1,1,12
4954,নিদৰ্শণৰ,1,1,14
4955,নিধক,1,1,9
4956,নিন্ম,1,1,30
4957,নিপন,1,1,11
4958,নিপন্ধে,1,1,5
4959,নিপিনন্ধে,1,1,5
4960,নিপিন্ধা,1,1,10
4961,নিপিন্ধাকৈ,1,1,8
4962,নিপিন্ধিলে,1,1,9
4963,নিপিন্ধিলেও,1,1,16
4964,নিপিন্ধে,1,1,11
4965,নিপিন্ধে।,1,1,6
4966,নিব,3,3,20
4967,নিবনুৱা,1,1,6
4968,"নিবনুৱা,সেই",1,1,15
4969,নিবলাগে,1,1,7
4970,নিবলৈ,2,2,20
4971,নিবাসী,1,1,27
4972,নিবিচ,1,1,39
4973,নিবিচাৰি,1,1,11
4974,নিবিচাৰে,1,1,15
4975,নিবিচাৰো,1,1,16
4976,নিবো,1,1,8
4977,নিমখ,2,2,23
4978,নিমাত,1,1,11
4979,"নিমাত,",1,1,22
4980,নিমাত।,1,1,11
4981,নিমিলে,1,1,21
4982,নিম্নগামী,1,1,10
4983,নিম্নতম,1,1,13
4984,নিয়ম,2,2,51
4985,নিয়ে,1,1,19
4986,নিয়োগ,1,1,34
4987,নিযে,1,1,10
4988,নির্দিষ্ট,1,1,34
4989,নির্বাচনত,1,1,34
4990,নির্বাচনী,1,1,19
4991,নিলগা,1,1,8
4992,নিলম্বনৰ,1,1,9
4993,নিলাজ,4,4,34
4994,নিলাজৰ,1,1,15
4995,নিলে,1,1,10
4996,নিশা,1,1,21
4997,নিশাৰ,1,1,31
4998,নিশিকিলা,1,1,15
4999,নিশিদ্ধ,1,1,12
5000,নিশেষ,2,2,11
5001,নিশ্চয়,3,3,37
5002,নিশ্চয়তা,1,1,16
5003,নিশ্চিত,4,4,66
5004,নিশ্চিতভাৱে,2,2,39
5005,নিশ্চিয়,1,1,14
5006,নিশ্চয়,2,2,21
5007,নিশ্চয়কৈ,1,1,7
5008,নিশ্চয়কৈয়ে,1,1,10
5009,নিষ্ঠুৰ,2,2,18
5010,নিষ্ঠুৰতা,1,1,10
5011,নিয়ম,2,2,34
5012,নিয়মীয়াকৈ,1,1,9
5013,নিয়াটো,1,1,8
5014,নিয়ুজ,1,1,7
5015,নিয়ে,1,1,12
5016,নিৰপেক্ষ,4,3,76
5017,নিৰপেক্ষতাৰ,1,1,39
5018,নিৰাপত্তা,2,1,11
5019,নিৰাপদ,1,1,14
5020,নিৰামিষ,1,1,6
5021,নিৰীক্ষণ,1,1,16
5022,নিৰূপণ,1,1,12
5023,নিৰ্দশন,1,1,13
5024,নিৰ্দেশনা,1,1,25
5025,নিৰ্বাচনত,3,3,35
5026,নিৰ্ভয়া,1,1,15
5027,নিৰ্মম,1,1,10
5028,নিৰ্মাণ,3,3,33
5029,নিৰ্যাতন,2,2,14
5030,নিৰৱ,1,1,15
5031,"নিৰৱ,",1,1,22
5032,নীচ,1,1,6
5033,নীতি,5,5,113
5034,নীতিনো,1,1,4
5035,নীলা,2,2,6
5036,নীলিম,1,1,15
5037,নু,3,3,29
5038,নুখোৱাই,1,1,19
5039,নুচুৱাকোই,1,1,8
5040,নুনু,1,1,9
5041,নুবুজাকৈ,1,1,6
5042,নুবুজে?,1,1,6
5043,নুবুজো,1,1,8
5044,নুমাব,1,1,19
5045,নুলুকালেহেতেন,1,1,7
5046,নুশুনা,1,1,7
5047,নুশুনিলে,1,1,10
5048,নুশুনে,1,1,18
5049,"নুসুৱাই,,ৰাইজৰ",1,1,13
5050,নৃত্য,2,2,27
5051,নে,62,59,686
5052,নে?,3,3,36
5053,নে???,1,1,5
5054,নে।,2,2,18
5055,নেইন,1,1,2
5056,নেকি,55,54,518
5057,নেকি!,1,1,15
5058,নেকি.....,1,1,50
5059,নেকি?,9,9,79
5060,নেকি??,1,1,12
5061,নেকি?🤣🤣,1,1,9
5062,নেকি।,4,4,30
5063,নেকি।।,1,1,8
5064,নেকি।তুমি,1,1,16
5065,নেকি😠😠,1,1,5
5066,নেকী,2,2,17
5067,নেকুৱা,1,1,19
5068,নেক্সট,1,1,4
5069,নেখায়,1,1,6
5070,নেগাই,1,1,24
5071,নেগুৰ,1,1,11
5072,নেচাবলৈহে,1,1,11
5073,নেজ,1,1,8
5074,নেজত,4,3,57
5075,নেজান,1,1,9
5076,নেট,2,2,16
5077,নেটৱৰ্ক,1,1,19
5078,নেডো,1,1,5
5079,নেত,1,1,13
5080,নেতা,13,12,219
5081,নেতা।,1,1,15
5082,নেতাই,1,1,19
5083,নেতাকহে,1,1,20
5084,নেতাৰ,2,2,32
5085,নেতৃত্বত,1,1,11
5086,নেদেখ,1,1,5
5087,"নেদেখা,কানেৰে",1,1,7
5088,নেদেখাই?,1,1,5
5089,নেদেখাওঁক,1,1,24
5090,নেদেখায়ে,1,1,5
5091,নেদেখুবাই,1,1,6
5092,নেদেখুৱা,1,1,6
5093,নেদেখুৱাবলৈ,1,1,11
5094,নেন,1,1,5
5095,নেনিলা,1,1,14
5096,নেপাই,3,3,28
5097,নেপাউ...,1,1,30
5098,নেপাব।আছু,1,1,15
5099,নেপায়।,1,1,8
5100,নেপালৰ,2,2,28
5101,নেপায়,1,1,30
5102,নেপেলাই,1,1,5
5103,নেমানে,1,1,17
5104,নেমাৰিলা,1,1,3
5105,নেযাবা।,1,1,8
5106,নেযায়।,1,1,11
5107,নেলাগে,3,3,19
5108,নেলাগে।,1,1,14
5109,নেলাগে।।।,1,1,13
5110,নেলাগে।কাৰন,1,1,12
5111,নেলুত,1,1,24
5112,নেৰিবা,1,1,5
5113,নেৰিলে,1,1,7
5114,নেৰে,1,1,7
5115,নেৰে।,1,1,8
5116,নৈপাৰৰ,1,1,8
5117,নো,3,3,26
5118,নোকোৰা,1,1,12
5119,নোকোৰিবি,1,1,11
5120,নোখোজে,1,1,30
5121,নোখোৱা,1,1,11
5122,নোচুচৰাই,1,1,5
5123,নোচোৱা,1,1,12
5124,নোচোৱাকৈ,1,1,8
5125,নোপোৱা,2,2,19
5126,নোফোতে,1,1,13
5127,নোব়াৰি,1,1,20
5128,নোবাৰিলোৱে,1,1,7
5129,নোবাৰে।,1,1,13
5130,নোবেল,1,1,13
5131,নোম,1,1,15
5132,নোলাব,2,2,36
5133,নোলাম,1,1,8
5134,"নোসোমালে,",1,1,22
5135,নোহোৱা,5,5,79
5136,নোহোৱাকৈ,2,2,42
5137,নোহোৱালৈ,1,1,10
5138,নোহোৱালৈকে,2,2,14
5139,নোৱাৰ,2,2,17
5140,নোৱাৰ....,1,1,16
5141,নোৱাৰ।,1,1,12
5142,নোৱাৰা,10,10,129
5143,নোৱাৰাকে,1,1,15
5144,নোৱাৰি,7,7,88
5145,নোৱাৰি!,1,1,8
5146,"নোৱাৰি,",1,1,11
5147,নোৱাৰি।,1,1,8
5148,নোৱাৰিছো,1,1,15
5149,নোৱাৰিব,3,3,56
5150,"নোৱাৰিব,",1,1,8
5151,নোৱাৰিব?,1,1,6
5152,নোৱাৰিব|,1,1,35
5153,নোৱাৰিব।,1,1,13
5154,নোৱাৰিব।।,1,1,31
5155,নোৱাৰিবি,1,1,7
5156,নোৱাৰিম,2,2,18
5157,নোৱাৰিলি,1,1,6
5158,নোৱাৰিলে,1,1,36
5159,নোৱাৰিলো,2,2,6
5160,নোৱাৰিলোঁ,1,1,8
5161,নোৱাৰিলোঁ।,1,1,8
5162,নোৱাৰু,1,1,13
5163,নোৱাৰে,21,21,276
5164,"নোৱাৰে,",1,1,19
5165,নোৱাৰে।,6,6,70
5166,নোৱাৰে।বট্ৰদৱাৰ,1,1,13
5167,নোৱাৰো,1,1,11
5168,নোৱাৰোঁ,1,1,6
5169,নোৱাৰোঁ।,2,2,17
5170,ন্যায়,2,2,23
5171,ন্যায্যতা,1,1,3
5172,ন্যায়,1,1,2
5173,ন্যায়ালয়ৰ,1,1,9
5174,নয়।,1,1,15
5175,নৰ,1,1,13
5176,নৰখাদক,1,1,5
5177,নৰপিখাচক,1,1,10
5178,নৰপিশাষ,1,1,8
5179,নৰমেলি,1,1,12
5180,নৰসিংহ,1,1,5
5181,নৰিয়া,1,1,21
5182,নৰি৷,1,1,5
5183,নৰেন্দ্ৰ,1,1,8
5184,নৱনালে,2,2,8
5185,নৱপ্ৰজনমৰ,1,1,13
5186,ন৷,1,1,19
5187,প,1,1,8
5188,পঁয়া,1,1,8
5189,পংকজ,2,2,14
5190,পঃ,1,1,20
5191,পইচ,1,1,17
5192,পইচা,16,15,214
5193,পইচাই,3,3,63
5194,পইচে,1,1,20
5195,পইছা,3,3,41
5196,পইছাৰ,1,1,11
5197,পইন্টত,1,1,16
5198,পকা,4,4,42
5199,পকাই,1,1,13
5200,পকামিঠৈ,1,1,13
5201,পকেট,1,1,8
5202,পকেত,1,1,6
5203,পক্ষই,1,1,15
5204,পক্ষত,3,3,45
5205,পক্ষী,2,2,10
5206,পক্ষৰ,1,1,14
5207,পকৰ,5,5,25
5208,পকৰখন,1,1,1
5209,পকৰত,3,3,25
5210,পখা,1,1,7
5211,পগল,1,1,5
5212,পগলা,6,5,101
5213,"পগলা,",1,1,11
5214,পগলাই,1,1,4
5215,পগলাৰ,1,1,25
5216,পচাৰ্,1,1,18
5217,পটপটকৈ,1,1,9
5218,পট্টাৰ,1,1,11
5219,পঠা,1,1,9
5220,পঠাই,3,3,23
5221,পঠাইছে,1,1,19
5222,পঠাব,1,1,3
5223,পঠিয়াই,2,2,34
5224,পঠিয়াইছিল,1,1,21
5225,পঠিয়াব,2,2,36
5226,"পঠিয়াইছে,",1,1,11
5227,পঠিয়াম,1,1,11
5228,পঠিয়ালে!,1,1,4
5229,পঢ়া,1,1,7
5230,পঢ়াব?,1,1,12
5231,পঢ়াম,1,1,13
5232,পঢ়ি,3,3,28
5233,পঢ়িছিল,1,1,16
5234,পঢ়িব,1,1,13
5235,পঢ়ে,1,1,12
