word,word_count,df,doc_len,idf,tf,tf-idf,,,,,,
পাশে।,1,1,50,3.10754913,0.02,,,,,,,
পাষণ্ড,1,1,17,3.10754913,0.058823529,,,,,,,
পাস,5,5,162,2.408579125,0.030864198,,,,,,,
পাসওয়ার্ড,1,1,23,3.10754913,0.043478261,,,,,,,
পাসে,1,1,54,3.10754913,0.018518519,,,,,,,
পাহাড়,2,2,124,2.806519134,0.016129032,,,,,,,
পাহারাদার,1,1,43,3.10754913,0.023255814,,,,,,,
পাড়ার,3,2,73,2.806519134,0.04109589,,,,,,,
"পায়,,,,,কঠিন",1,1,21,3.10754913,0.047619048,,,,,,,
পায়নি,1,1,6,3.10754913,0.166666667,,,,,,,
পায়ের,1,1,15,3.10754913,0.066666667,,,,,,,
পি,2,2,51,2.806519134,0.039215686,,,,,,,
পি.টি.উষা,1,1,62,3.10754913,0.016129032,,,,,,,
"পি.টি.উষা,",1,1,62,3.10754913,0.016129032,,,,,,,
"পিক🫣🫣🫢,",1,1,23,3.10754913,0.043478261,,,,,,,
"পিঙ্কি,",1,1,36,3.10754913,0.027777778,,,,,,,
পিছন,3,3,98,2.630427875,0.030612245,,,,,,,
পিছনে,4,4,155,2.505489138,0.025806452,,,,,,,
পিছিয়ে,1,1,8,3.10754913,0.125,,,,,,,
পিছিয়ে,1,1,80,3.10754913,0.0125,,,,,,,
পিটা,1,1,79,3.10754913,0.012658228,,,,,,,
পিটিয়ে,1,1,36,3.10754913,0.027777778,,,,,,,
পিঠের,2,2,23,2.806519134,0.086956522,,,,,,,
পিন্সিপাল,1,1,11,3.10754913,0.090909091,,,,,,,
পিপড়ের,1,1,9,3.10754913,0.111111111,,,,,,,
পিপিলিকার,1,1,21,3.10754913,0.047619048,,,,,,,
পিস,1,1,10,3.10754913,0.1,,,,,,,
পিসি,5,5,121,2.408579125,0.041322314,,,,,,,
পিসি!,1,1,8,3.10754913,0.125,,,,,,,
পিসিকে,2,2,36,2.806519134,0.055555556,,,,,,,
পিসিমনি,2,1,29,3.10754913,0.068965517,,,,,,,
পিসির,4,4,53,2.505489138,0.075471698,,,,,,,
পিয়েযাবে.....,1,1,36,3.10754913,0.027777778,,,,,,,
পু:নজম্ন,1,1,44,3.10754913,0.022727273,,,,,,,
পুকুর,1,1,14,3.10754913,0.071428571,,,,,,,
পুজো,1,1,9,3.10754913,0.111111111,,,,,,,
পুজোর,2,2,24,2.806519134,0.083333333,,,,,,,
পুজোয়,1,1,20,3.10754913,0.05,,,,,,,
পুটকিতে,1,1,4,3.10754913,0.25,,,,,,,
পুড়বে।,1,1,17,3.10754913,0.058823529,,,,,,,
পুত্র,1,1,17,3.10754913,0.058823529,,,,,,,
পুন্ডরীকাক্ষ্য,1,1,4,3.10754913,0.25,,,,,,,
পুরকায়স্থ।,1,1,4,3.10754913,0.25,,,,,,,
পুরস্কার,2,2,24,2.806519134,0.083333333,,,,,,,
পুরস্কারটা,1,1,22,3.10754913,0.045454545,,,,,,,
পুরো,18,17,486,1.877100208,0.037037037,,,,,,,
পুরোটা,1,1,20,3.10754913,0.05,,,,,,,
পুরোপুরি,1,1,17,3.10754913,0.058823529,,,,,,,
পুলিশ,6,6,316,2.329397879,0.018987342,,,,,,,
পুলিশের,6,6,173,2.329397879,0.034682081,,,,,,,
পুষবে,1,1,77,3.10754913,0.012987013,,,,,,,
পুষ্টদের,1,1,9,3.10754913,0.111111111,,,,,,,
পুড়ে,1,1,7,3.10754913,0.142857143,,,,,,,
পূজা,2,2,71,2.806519134,0.028169014,,,,,,,
পূরণ,1,1,48,3.10754913,0.020833333,,,,,,,
পূর্ণ,2,2,28,2.806519134,0.071428571,,,,,,,
পূর্ণের,1,1,20,3.10754913,0.05,,,,,,,
পৃজার,1,1,13,3.10754913,0.076923077,,,,,,,
পৃথিবী,2,2,23,2.806519134,0.086956522,,,,,,,
পৃথিবীটা,1,1,27,3.10754913,0.037037037,,,,,,,
পৃথিবীতে,4,4,86,2.505489138,0.046511628,,,,,,,
পৃথিবীর,5,5,192,2.408579125,0.026041667,,,,,,,
পেছন,1,1,30,3.10754913,0.033333333,,,,,,,
পেছনে,2,2,32,2.806519134,0.0625,,,,,,,
পেছনে?,1,1,6,3.10754913,0.166666667,,,,,,,
পেছে,1,1,7,3.10754913,0.142857143,,,,,,,
পেজের,1,1,45,3.10754913,0.022222222,,,,,,,
পেট,1,1,29,3.10754913,0.034482759,,,,,,,
পেটে,3,3,39,2.630427875,0.076923077,,,,,,,
পেটের,1,1,37,3.10754913,0.027027027,,,,,,,
পেট্রোল-ডিজেলের,1,1,16,3.10754913,0.0625,,,,,,,
পেতাম,1,1,116,3.10754913,0.00862069,,,,,,,
পেতে,7,7,266,2.26245109,0.026315789,,,,,,,
পেতো,1,1,38,3.10754913,0.026315789,,,,,,,
পেপারেই।,1,1,11,3.10754913,0.090909091,,,,,,,
পেমেন্ট,1,1,3,3.10754913,0.333333333,,,,,,,
পেয়ে,3,3,115,2.630427875,0.026086957,,,,,,,
পেয়ে।,2,2,49,2.806519134,0.040816327,,,,,,,
পেয়েছি,1,1,137,3.10754913,0.00729927,,,,,,,
পেয়েছি।,1,1,22,3.10754913,0.045454545,,,,,,,
পেয়েছিলেন?,1,1,5,3.10754913,0.2,,,,,,,
পেয়েছিস,1,1,28,3.10754913,0.035714286,,,,,,,
পেয়েছে,5,5,104,2.408579125,0.048076923,,,,,,,
"পেয়েছে,",1,1,51,3.10754913,0.019607843,,,,,,,
পেয়েছে?,1,1,7,3.10754913,0.142857143,,,,,,,
"পেয়েছেন,",1,1,65,3.10754913,0.015384615,,,,,,,
পেয়েছেন..,1,1,24,3.10754913,0.041666667,,,,,,,
পেয়েছেন।,1,1,11,3.10754913,0.090909091,,,,,,,
পেরিয়ে,1,1,8,3.10754913,0.125,,,,,,,
পেরে,3,3,142,2.630427875,0.021126761,,,,,,,
পেরেছি,2,2,31,2.806519134,0.064516129,,,,,,,
পেরেছিলাম।,1,1,53,3.10754913,0.018867925,,,,,,,
পেরেছে,2,2,89,2.806519134,0.02247191,,,,,,,
পেরেছেন,1,1,33,3.10754913,0.03030303,,,,,,,
পেল,2,2,48,2.806519134,0.041666667,,,,,,,
পেলাম,1,1,11,3.10754913,0.090909091,,,,,,,
পেলাম.....,1,1,15,3.10754913,0.066666667,,,,,,,
পেলে,3,3,115,2.630427875,0.026086957,,,,,,,
"পেলে,",1,1,29,3.10754913,0.034482759,,,,,,,
পেলেই,2,2,33,2.806519134,0.060606061,,,,,,,
পেলেও,1,1,23,3.10754913,0.043478261,,,,,,,
পেলেন,2,2,126,2.806519134,0.015873016,,,,,,,
পেলেন...,1,1,16,3.10754913,0.0625,,,,,,,
পেশমেকার,1,1,14,3.10754913,0.071428571,,,,,,,
পেশা,1,1,37,3.10754913,0.027027027,,,,,,,
পেশাটার,1,1,21,3.10754913,0.047619048,,,,,,,
পেশার,2,1,80,3.10754913,0.025,,,,,,,
পেশেন্টের,1,1,17,3.10754913,0.058823529,,,,,,,
পেয়ে,5,5,199,2.408579125,0.025125628,,,,,,,
"পেয়েছি,",1,1,29,3.10754913,0.034482759,,,,,,,
পেয়েছি।,1,1,20,3.10754913,0.05,,,,,,,
"পেয়েছে,",1,1,9,3.10754913,0.111111111,,,,,,,
"পেয়েছে,,",1,1,47,3.10754913,0.021276596,,,,,,,
পেয়েছে।,1,1,53,3.10754913,0.018867925,,,,,,,
পেয়েছেন।,1,1,53,3.10754913,0.018867925,,,,,,,
পৈতৃক,5,5,187,2.408579125,0.026737968,,,,,,,
পৈত্রিক,3,3,43,2.630427875,0.069767442,,,,,,,
পোঙায়,1,1,14,3.10754913,0.071428571,,,,,,,
পোট্যাটো,1,1,5,3.10754913,0.2,,,,,,,
পোদ,1,1,18,3.10754913,0.055555556,,,,,,,
পোনাও,1,1,39,3.10754913,0.025641026,,,,,,,
পোলিও,1,1,15,3.10754913,0.066666667,,,,,,,
পোশাক,1,1,44,3.10754913,0.022727273,,,,,,,
পোষণ,2,2,70,2.806519134,0.028571429,,,,,,,
পোষিত।,1,1,18,3.10754913,0.055555556,,,,,,,
পোষ্ট,1,1,22,3.10754913,0.045454545,,,,,,,
পোষ্টেই,1,1,22,3.10754913,0.045454545,,,,,,,
পোষ্টের,1,1,15,3.10754913,0.066666667,,,,,,,
পোষ্য,1,1,17,3.10754913,0.058823529,,,,,,,
পোষ্যরা,1,1,26,3.10754913,0.038461538,,,,,,,
পোস্ট,4,3,71,2.630427875,0.056338028,,,,,,,
পোস্ট।,1,1,16,3.10754913,0.0625,,,,,,,
পোস্টদাতার,1,1,20,3.10754913,0.05,,,,,,,
পোস্টার,1,1,29,3.10754913,0.034482759,,,,,,,
পোস্টারে,1,1,32,3.10754913,0.03125,,,,,,,
পোস্টের,1,1,44,3.10754913,0.022727273,,,,,,,
পৌঁছাতে,1,1,42,3.10754913,0.023809524,,,,,,,
প্যাকেজ,1,1,25,3.10754913,0.04,,,,,,,
প্যাকেট,1,1,13,3.10754913,0.076923077,,,,,,,
প্যানে,1,1,41,3.10754913,0.024390244,,,,,,,
প্যান্ট,1,1,5,3.10754913,0.2,,,,,,,
প্যান্ডেল,1,1,99,3.10754913,0.01010101,,,,,,,
প্যারাসিটামল,2,2,18,2.806519134,0.111111111,,,,,,,
প্রকল্প,1,1,15,3.10754913,0.066666667,,,,,,,
প্রকার,1,1,63,3.10754913,0.015873016,,,,,,,
প্রকাশ,5,4,104,2.505489138,0.048076923,,,,,,,
প্রকাশের,2,1,29,3.10754913,0.068965517,,,,,,,
প্রকাশ্যে,2,2,37,2.806519134,0.054054054,,,,,,,
প্রকৃত,10,10,267,2.10754913,0.037453184,,,,,,,
প্রকৃষ্ট,1,1,30,3.10754913,0.033333333,,,,,,,
প্রক‍ৃত,1,1,23,3.10754913,0.043478261,,,,,,,
প্রচন্ড,1,1,27,3.10754913,0.037037037,,,,,,,
প্রচার,4,4,340,2.505489138,0.011764706,,,,,,,
"প্রচার,",1,1,26,3.10754913,0.038461538,,,,,,,
প্রচারণায়।,1,1,15,3.10754913,0.066666667,,,,,,,
প্রচুর,4,4,86,2.505489138,0.046511628,,,,,,,
প্রচেষ্টা,1,1,70,3.10754913,0.014285714,,,,,,,
প্রচ্ছন্ন,1,1,26,3.10754913,0.038461538,,,,,,,
প্রজন্ম,5,5,150,2.408579125,0.033333333,,,,,,,
প্রজন্মের,4,4,100,2.505489138,0.04,,,,,,,
"প্রজন্মের""",1,1,37,3.10754913,0.027027027,,,,,,,
প্রণোদিত,1,1,17,3.10754913,0.058823529,,,,,,,
প্রতি,8,8,447,2.204459143,0.017897092,,,,,,,
প্রতিটা,1,1,9,3.10754913,0.111111111,,,,,,,
প্রতিটি,5,5,176,2.408579125,0.028409091,,,,,,,
প্রতিদিন,1,1,49,3.10754913,0.020408163,,,,,,,
প্রতিদিনই,1,1,126,3.10754913,0.007936508,,,,,,,
প্রতিনিধি,2,1,73,3.10754913,0.02739726,,,,,,,
প্রতিনিধি।,1,1,16,3.10754913,0.0625,,,,,,,
প্রতিনিধিত্ব,1,1,62,3.10754913,0.016129032,,,,,,,
প্রতিবছর,1,1,72,3.10754913,0.013888889,,,,,,,
প্রতিবাদ,18,14,554,1.961421094,0.032490975,,,,,,,
প্রতিবাদ?,1,1,120,3.10754913,0.008333333,,,,,,,
প্রতিবাদী,1,1,80,3.10754913,0.0125,,,,,,,
প্রতিবাদের,4,3,204,2.630427875,0.019607843,,,,,,,
প্রতিবারের,1,1,23,3.10754913,0.043478261,,,,,,,
প্রতিবেশিরা,1,1,20,3.10754913,0.05,,,,,,,
প্রতিভা,1,1,25,3.10754913,0.04,,,,,,,
প্রতিভা।,1,1,21,3.10754913,0.047619048,,,,,,,
প্রতিভার,1,1,62,3.10754913,0.016129032,,,,,,,
প্রতিমা,1,1,21,3.10754913,0.047619048,,,,,,,
"প্রতিযোগিতায়,দেশীয়",1,1,17,3.10754913,0.058823529,,,,,,,
প্রতিষ্ঠান,1,1,25,3.10754913,0.04,,,,,,,
প্রতিষ্ঠানে,1,1,52,3.10754913,0.019230769,,,,,,,
প্রতিহত,1,1,47,3.10754913,0.021276596,,,,,,,
প্রতীক,1,1,34,3.10754913,0.029411765,,,,,,,
প্রতীক।,1,1,34,3.10754913,0.029411765,,,,,,,
প্রত্যাশায়,1,1,126,3.10754913,0.007936508,,,,,,,
প্রত্যেক,4,3,191,2.630427875,0.020942408,,,,,,,
প্রত্যেকটা,2,2,48,2.806519134,0.041666667,,,,,,,
প্রত্যেকেই,2,2,89,2.806519134,0.02247191,,,,,,,
প্রথম,12,10,252,2.10754913,0.047619048,,,,,,,
প্রথমত,1,1,53,3.10754913,0.018867925,,,,,,,
প্রথমে,1,1,62,3.10754913,0.016129032,,,,,,,
প্রথমেই,1,1,43,3.10754913,0.023255814,,,,,,,
প্রদর্শন,2,2,172,2.806519134,0.011627907,,,,,,,
প্রদীপ্ত,1,1,34,3.10754913,0.029411765,,,,,,,
প্রধান,5,5,117,2.408579125,0.042735043,,,,,,,
প্রধানমন্ত্রী,6,6,234,2.329397879,0.025641026,,,,,,,
প্রধানমন্ত্রীর,2,2,89,2.806519134,0.02247191,,,,,,,
প্রপাগান্ডা।CAA,1,1,18,3.10754913,0.055555556,,,,,,,
প্রপার্টি,1,1,30,3.10754913,0.033333333,,,,,,,
প্রফেশনাল,1,1,32,3.10754913,0.03125,,,,,,,
প্রফেসর,1,1,22,3.10754913,0.045454545,,,,,,,
প্রবলেম?,1,1,10,3.10754913,0.1,,,,,,,
প্রবলেম।,1,1,11,3.10754913,0.090909091,,,,,,,
প্রবাদ,3,3,71,2.630427875,0.042253521,,,,,,,
প্রবাহিত,1,1,28,3.10754913,0.035714286,,,,,,,
প্রবেশ,1,1,52,3.10754913,0.019230769,,,,,,,
প্রভাবশালী,1,1,28,3.10754913,0.035714286,,,,,,,
প্রমাণ,10,10,390,2.10754913,0.025641026,,,,,,,
প্রমান,11,10,320,2.10754913,0.034375,,,,,,,
প্রমোট,1,1,17,3.10754913,0.058823529,,,,,,,
প্রয়োজন,9,9,304,2.15330662,0.029605263,,,,,,,
প্রয়োজনে,1,1,21,3.10754913,0.047619048,,,,,,,
প্রযোজক,1,1,44,3.10754913,0.022727273,,,,,,,
প্রলাপ,2,2,16,2.806519134,0.125,,,,,,,
প্রশংসা,1,1,32,3.10754913,0.03125,,,,,,,
প্রশংসায়,1,1,29,3.10754913,0.034482759,,,,,,,
প্রশাসন,3,3,86,2.630427875,0.034883721,,,,,,,
প্রশাসনিক,1,1,20,3.10754913,0.05,,,,,,,
প্রশোমিত,1,1,45,3.10754913,0.022222222,,,,,,,
প্রশ্ন,13,12,449,2.028367884,0.028953229,,,,,,,
"প্রশ্ন,",1,1,37,3.10754913,0.027027027,,,,,,,
প্রশ্নই,1,1,42,3.10754913,0.023809524,,,,,,,
প্রশ্নবাণে,1,1,23,3.10754913,0.043478261,,,,,,,
প্রসঙ্গ/প্রশ্নও,1,1,42,3.10754913,0.023809524,,,,,,,
প্রসঙ্গত,1,1,126,3.10754913,0.007936508,,,,,,,
প্রসব,1,1,11,3.10754913,0.090909091,,,,,,,
প্রসাদ,1,1,5,3.10754913,0.2,,,,,,,
প্রাইজ,1,1,41,3.10754913,0.024390244,,,,,,,
প্রাক্তন,1,1,24,3.10754913,0.041666667,,,,,,,
প্রাণ,3,3,87,2.630427875,0.034482759,,,,,,,
প্রাণীদের,1,1,63,3.10754913,0.015873016,,,,,,,
প্রান,1,1,12,3.10754913,0.083333333,,,,,,,
প্রাপ্তবয়স্ক,1,1,11,3.10754913,0.090909091,,,,,,,
প্রাপ্তবয়স্ক,1,1,29,3.10754913,0.034482759,,,,,,,
প্রাপ্তি,1,1,30,3.10754913,0.033333333,,,,,,,
প্রায়,2,2,31,2.806519134,0.064516129,,,,,,,
প্রার্থী,2,2,29,2.806519134,0.068965517,,,,,,,
প্রার্থীদের,1,1,61,3.10754913,0.016393443,,,,,,,
প্রার্থীর,1,1,23,3.10754913,0.043478261,,,,,,,
প্রার্থীরা,2,2,50,2.806519134,0.04,,,,,,,
প্রায়,1,1,35,3.10754913,0.028571429,,,,,,,
প্রিন্ট,1,1,32,3.10754913,0.03125,,,,,,,
প্রিন্সিপাল,12,9,235,2.15330662,0.05106383,,,,,,,
প্রিন্সিপালদের,1,1,17,3.10754913,0.058823529,,,,,,,
প্রিন্সিপালের,5,4,124,2.505489138,0.040322581,,,,,,,
প্রিভিলেজ,1,1,14,3.10754913,0.071428571,,,,,,,
প্রিয়,1,1,26,3.10754913,0.038461538,,,,,,,
প্রিয়,2,2,47,2.806519134,0.042553191,,,,,,,
প্রিয়া,1,1,14,3.10754913,0.071428571,,,,,,,
প্রেম,2,2,56,2.806519134,0.035714286,,,,,,,
প্রেমিক,1,1,10,3.10754913,0.1,,,,,,,
প্রেমিকা।,1,1,10,3.10754913,0.1,,,,,,,
প্রেমের,2,2,91,2.806519134,0.021978022,,,,,,,
প্রেরণা,13,12,352,2.028367884,0.036931818,,,,,,,
"প্রেরণা,",1,1,13,3.10754913,0.076923077,,,,,,,
প্রেরণা।,2,2,27,2.806519134,0.074074074,,,,,,,
প্রেরণা।।।অনেক,1,1,29,3.10754913,0.034482759,,,,,,,
প্রেরণার,5,5,152,2.408579125,0.032894737,,,,,,,
প্রেরনাতে,1,1,14,3.10754913,0.071428571,,,,,,,
প্রেরনার,1,1,16,3.10754913,0.0625,,,,,,,
প্রোগ্রাম,1,1,88,3.10754913,0.011363636,,,,,,,
প্রোগ্রাম।,1,1,12,3.10754913,0.083333333,,,,,,,
প্রোপাগান্ডায়,1,1,15,3.10754913,0.066666667,,,,,,,
প্রোফাইল,1,1,48,3.10754913,0.020833333,,,,,,,
প্রো😁,1,1,4,3.10754913,0.25,,,,,,,
প্রয়োজন,4,3,77,2.630427875,0.051948052,,,,,,,
প্রয়োজন।,3,3,174,2.630427875,0.017241379,,,,,,,
প্লিজ,1,1,41,3.10754913,0.024390244,,,,,,,
প্লে,1,1,7,3.10754913,0.142857143,,,,,,,
প্লেট,1,1,11,3.10754913,0.090909091,,,,,,,
প্ৰধান,1,1,17,3.10754913,0.058823529,,,,,,,
প্ৰিয়,1,1,18,3.10754913,0.055555556,,,,,,,
পড়বে,1,1,55,3.10754913,0.018181818,,,,,,,
পড়বে।,3,2,71,2.806519134,0.042253521,,,,,,,
পড়া,2,2,153,2.806519134,0.013071895,,,,,,,
পড়াও,1,1,17,3.10754913,0.058823529,,,,,,,
পড়াটা,1,1,38,3.10754913,0.026315789,,,,,,,
পড়াশোনা,3,3,41,2.630427875,0.073170732,,,,,,,
পড়ে,5,5,248,2.408579125,0.02016129,,,,,,,
পড়ে।,1,1,18,3.10754913,0.055555556,,,,,,,
পড়েছে....😀😀,1,1,17,3.10754913,0.058823529,,,,,,,
পয়সা,2,2,57,2.806519134,0.035087719,,,,,,,
পয়সার,1,1,17,3.10754913,0.058823529,,,,,,,
ফটো,2,2,118,2.806519134,0.016949153,,,,,,,
ফয়সালা,1,1,9,3.10754913,0.111111111,,,,,,,
ফল,1,1,24,3.10754913,0.041666667,,,,,,,
ফলন,1,1,37,3.10754913,0.027027027,,,,,,,
ফলানো,1,1,53,3.10754913,0.018867925,,,,,,,
ফলাফল,1,1,30,3.10754913,0.033333333,,,,,,,
ফলে,2,2,33,2.806519134,0.060606061,,,,,,,
"ফলে,",1,1,45,3.10754913,0.022222222,,,,,,,
ফসলতো,1,1,25,3.10754913,0.04,,,,,,,
ফাঁকা,2,2,200,2.806519134,0.01,,,,,,,
ফাঁসি,1,1,6,3.10754913,0.166666667,,,,,,,
ফাঁসিয়ে,1,1,71,3.10754913,0.014084507,,,,,,,
ফাইভ,1,1,22,3.10754913,0.045454545,,,,,,,
ফাইল,1,1,50,3.10754913,0.02,,,,,,,
ফাইলের,1,1,9,3.10754913,0.111111111,,,,,,,
ফাকা,2,2,28,2.806519134,0.071428571,,,,,,,
ফাজলামো,1,1,36,3.10754913,0.027777778,,,,,,,
ফাট,1,1,41,3.10754913,0.024390244,,,,,,,
ফাটছে,1,1,10,3.10754913,0.1,,,,,,,
ফাটাচ্ছেন?,1,1,21,3.10754913,0.047619048,,,,,,,
ফাটিয়ে,1,1,22,3.10754913,0.045454545,,,,,,,
ফান্ডা,1,1,73,3.10754913,0.01369863,,,,,,,
ফাম,1,1,11,3.10754913,0.090909091,,,,,,,
ফার্স্ট,1,1,20,3.10754913,0.05,,,,,,,
ফালতু,8,8,129,2.204459143,0.062015504,,,,,,,
ফিউচার,1,1,42,3.10754913,0.023809524,,,,,,,
ফিছিল,1,1,73,3.10754913,0.01369863,,,,,,,
ফিরছে।,1,1,25,3.10754913,0.04,,,,,,,
ফিরে,4,4,249,2.505489138,0.016064257,,,,,,,
ফিরেও,1,1,196,3.10754913,0.005102041,,,,,,,
ফিল্মের,1,1,10,3.10754913,0.1,,,,,,,
ফুটপাতে,1,1,16,3.10754913,0.0625,,,,,,,
ফুটানি,1,1,15,3.10754913,0.066666667,,,,,,,
ফুটুক,2,1,19,3.10754913,0.105263158,,,,,,,
ফুটুরডুম,1,1,15,3.10754913,0.066666667,,,,,,,
ফুটো,2,2,30,2.806519134,0.066666667,,,,,,,
ফুটোর,3,2,58,2.806519134,0.051724138,,,,,,,
ফুদ্দু,1,1,3,3.10754913,0.333333333,,,,,,,
ফুরিয়ে,1,1,99,3.10754913,0.01010101,,,,,,,
ফুর্তি,1,1,17,3.10754913,0.058823529,,,,,,,
ফুল,5,5,65,2.408579125,0.076923077,,,,,,,
ফুলকি,1,1,8,3.10754913,0.125,,,,,,,
ফুলুরি,1,1,13,3.10754913,0.076923077,,,,,,,
ফেটে,2,2,36,2.806519134,0.055555556,,,,,,,
ফেডারেশন,1,1,27,3.10754913,0.037037037,,,,,,,
ফেরে,1,1,23,3.10754913,0.043478261,,,,,,,
ফেল,2,2,34,2.806519134,0.058823529,,,,,,,
ফেলছি.....,1,1,19,3.10754913,0.052631579,,,,,,,
"ফেলছে,",1,1,20,3.10754913,0.05,,,,,,,
ফেলবে,1,1,196,3.10754913,0.005102041,,,,,,,
ফেললে,1,1,29,3.10754913,0.034482759,,,,,,,
ফেললো।,1,1,60,3.10754913,0.016666667,,,,,,,
ফেলুন,1,1,22,3.10754913,0.045454545,,,,,,,
ফেলুন।,1,1,10,3.10754913,0.1,,,,,,,
ফেলে,7,7,228,2.26245109,0.030701754,,,,,,,
ফেলে।,3,3,55,2.630427875,0.054545455,,,,,,,
ফেলেছি,1,1,32,3.10754913,0.03125,,,,,,,
ফেলেছে,3,3,43,2.630427875,0.069767442,,,,,,,
"ফেলেছে,",1,1,53,3.10754913,0.018867925,,,,,,,
ফেলেছে।,1,1,17,3.10754913,0.058823529,,,,,,,
ফেলেছে।এটাই,1,1,18,3.10754913,0.055555556,,,,,,,
ফেলো,2,2,52,2.806519134,0.038461538,,,,,,,
ফেসবুক,3,3,151,2.630427875,0.01986755,,,,,,,
ফেসে,1,1,10,3.10754913,0.1,,,,,,,
ফোগট,2,2,144,2.806519134,0.013888889,,,,,,,
ফোন,2,2,59,2.806519134,0.033898305,,,,,,,
ফোনের,1,1,23,3.10754913,0.043478261,,,,,,,
ফোর,2,2,72,2.806519134,0.027777778,,,,,,,
ফোর্স,3,2,55,2.806519134,0.054545455,,,,,,,
ফ্যাকাসে,1,1,8,3.10754913,0.125,,,,,,,
ফ্যামিলি,1,1,33,3.10754913,0.03030303,,,,,,,
ফ্রন্টে,1,1,82,3.10754913,0.012195122,,,,,,,
ফ্রান্সের,1,1,72,3.10754913,0.013888889,,,,,,,
ফ্ল্যাট,1,1,22,3.10754913,0.045454545,,,,,,,
ব,1,1,4,3.10754913,0.25,,,,,,,
ব'লে,1,1,34,3.10754913,0.029411765,,,,,,,
বং,1,1,24,3.10754913,0.041666667,,,,,,,
বংলা৷,1,1,6,3.10754913,0.166666667,,,,,,,
বংশানুক্রমিক,1,1,21,3.10754913,0.047619048,,,,,,,
বই,2,2,22,2.806519134,0.090909091,,,,,,,
বইটির,1,1,11,3.10754913,0.090909091,,,,,,,
বইন,1,1,16,3.10754913,0.0625,,,,,,,
বউ,6,4,123,2.505489138,0.048780488,,,,,,,
"বউ,,,আর",1,1,52,3.10754913,0.019230769,,,,,,,
বউকে,1,1,11,3.10754913,0.090909091,,,,,,,
বউয়ের,1,1,8,3.10754913,0.125,,,,,,,
"বকলে,",1,1,8,3.10754913,0.125,,,,,,,
বকে,1,1,20,3.10754913,0.05,,,,,,,
বক্তব্য,10,9,301,2.15330662,0.033222591,,,,,,,
বক্তব্য..,1,1,14,3.10754913,0.071428571,,,,,,,
বক্তব্য।,1,1,34,3.10754913,0.029411765,,,,,,,
বক্তব্যে,1,1,11,3.10754913,0.090909091,,,,,,,
বক্তব্যের,1,1,137,3.10754913,0.00729927,,,,,,,
বক্তা..,1,1,14,3.10754913,0.071428571,,,,,,,
বক্ত্যব,1,1,31,3.10754913,0.032258065,,,,,,,
বঙ্কিমচন্দ্র,1,1,6,3.10754913,0.166666667,,,,,,,
বঙ্গ,1,1,33,3.10754913,0.03030303,,,,,,,
বঙ্গবাসী,1,1,26,3.10754913,0.038461538,,,,,,,
বঙ্গে,1,1,29,3.10754913,0.034482759,,,,,,,
বঙ্গেই,1,1,18,3.10754913,0.055555556,,,,,,,
বঙ্গের,2,2,47,2.806519134,0.042553191,,,,,,,
বচন।,1,1,24,3.10754913,0.041666667,,,,,,,
বছর,24,19,768,1.828795529,0.03125,,,,,,,
বছর',1,1,116,3.10754913,0.00862069,,,,,,,
"বছর,",1,1,27,3.10754913,0.037037037,,,,,,,
বছরের,10,8,384,2.204459143,0.026041667,,,,,,,
বছের,1,1,31,3.10754913,0.032258065,,,,,,,
বজায়,1,1,11,3.10754913,0.090909091,,,,,,,
বঞ্চিত,2,2,21,2.806519134,0.095238095,,,,,,,
বটে!!!,1,1,33,3.10754913,0.03030303,,,,,,,
বটে।,1,1,29,3.10754913,0.034482759,,,,,,,
বটেই,2,2,117,2.806519134,0.017094017,,,,,,,
বড,1,1,15,3.10754913,0.066666667,,,,,,,
বড়,26,22,552,1.765126449,0.047101449,,,,,,,
বড়ই,1,1,8,3.10754913,0.125,,,,,,,
বড়ো,6,6,149,2.329397879,0.040268456,,,,,,,
"বড়ো,",1,1,12,3.10754913,0.083333333,,,,,,,
বডারে,1,1,43,3.10754913,0.023255814,,,,,,,
বড্ড,1,1,17,3.10754913,0.058823529,,,,,,,
বদ,1,1,7,3.10754913,0.142857143,,,,,,,
বদজাত,1,1,16,3.10754913,0.0625,,,,,,,
বদনাম,4,4,179,2.505489138,0.022346369,,,,,,,
বদল,3,3,83,2.630427875,0.036144578,,,,,,,
বদলাতে,1,1,31,3.10754913,0.032258065,,,,,,,
বদলান।,2,2,67,2.806519134,0.029850746,,,,,,,
বদলাবো,1,1,8,3.10754913,0.125,,,,,,,
বদলে,1,1,84,3.10754913,0.011904762,,,,,,,
"বদামো,",1,1,16,3.10754913,0.0625,,,,,,,
বদ্জাত।,1,1,6,3.10754913,0.166666667,,,,,,,
বন্টন,1,1,18,3.10754913,0.055555556,,,,,,,
বন্দ,1,1,87,3.10754913,0.011494253,,,,,,,
বন্দী,1,1,8,3.10754913,0.125,,,,,,,
বন্দুক,1,1,13,3.10754913,0.076923077,,,,,,,
বন্দ্যোপাধ্যায়ের,1,1,20,3.10754913,0.05,,,,,,,
"বন্দ্যোপাধ্যায়,",1,1,18,3.10754913,0.055555556,,,,,,,
বন্ধ,20,20,571,1.806519134,0.03502627,,,,,,,
বন্ধ।,1,1,83,3.10754913,0.012048193,,,,,,,
বন্ধু,4,4,366,2.505489138,0.010928962,,,,,,,
বন্যা,1,1,87,3.10754913,0.011494253,,,,,,,
