word,word_count,doc_count,doc_len,idf,tf,tf-idf
নে,84,81,955,1.697466139,0.087958115,0.149305922
নে?,3,3,36,3.128829903,0.083333333,0.260735825
নে???,1,1,5,3.605951158,0.2,0.721190232
নে?????,1,1,5,3.605951158,0.2,0.721190232
নে।,3,3,24,3.128829903,0.125,0.391103738
নেইন,1,1,2,3.605951158,0.5,1.802975579
নেউল,1,1,5,3.605951158,0.2,0.721190232
নেকি,91,90,868,1.651708648,0.10483871,0.173163003
নেকি!,1,1,15,3.605951158,0.066666667,0.240396744
"নেকি,মোৰ",1,1,13,3.605951158,0.076923077,0.277380858
নেকি.....,1,1,50,3.605951158,0.02,0.072119023
নেকি?,14,14,126,2.459823122,0.111111111,0.27331368
নেকি??,2,2,19,3.304921162,0.105263158,0.347886438
নেকি?🤣🤣,1,1,9,3.605951158,0.111111111,0.40066124
নেকি।,6,6,59,2.827799907,0.101694915,0.287572872
নেকি।।,2,2,16,3.304921162,0.125,0.413115145
নেকি।তুমি,1,1,16,3.605951158,0.0625,0.225371947
নেকি😠😠,1,1,5,3.605951158,0.2,0.721190232
নেকী,2,2,17,3.304921162,0.117647059,0.388814254
নেকুৱা,1,1,19,3.605951158,0.052631579,0.189786903
নেক্সট,1,1,4,3.605951158,0.25,0.901487789
নেখায়,2,2,15,3.304921162,0.133333333,0.440656155
নেগাই,1,1,24,3.605951158,0.041666667,0.150247965
নেগুৰ,1,1,11,3.605951158,0.090909091,0.327813742
নেচাবলৈহে,1,1,11,3.605951158,0.090909091,0.327813742
নেছালো।,1,1,8,3.605951158,0.125,0.450743895
নেজ,1,1,8,3.605951158,0.125,0.450743895
নেজত,4,3,57,3.128829903,0.070175439,0.219567011
নেজান,1,1,9,3.605951158,0.111111111,0.40066124
নেট,2,2,16,3.304921162,0.125,0.413115145
নেটৱৰ্ক,1,1,19,3.605951158,0.052631579,0.189786903
নেডো,1,1,5,3.605951158,0.2,0.721190232
নেত,1,1,13,3.605951158,0.076923077,0.277380858
নেতা,16,15,255,2.429859899,0.062745098,0.152461798
নেতা।,1,1,15,3.605951158,0.066666667,0.240396744
নেতাই,1,1,19,3.605951158,0.052631579,0.189786903
নেতাকহে,1,1,20,3.605951158,0.05,0.180297558
নেতাবোৰক,1,1,29,3.605951158,0.034482759,0.124343143
নেতাৰ,3,3,46,3.128829903,0.065217391,0.204054124
নেতৃত্বত,1,1,11,3.605951158,0.090909091,0.327813742
নেথাকক,1,1,9,3.605951158,0.111111111,0.40066124
নেথাকিব,1,1,8,3.605951158,0.125,0.450743895
নেদিবি,1,1,4,3.605951158,0.25,0.901487789
নেদেখ,1,1,5,3.605951158,0.2,0.721190232
"নেদেখা,কানেৰে",1,1,7,3.605951158,0.142857143,0.51513588
নেদেখাই?,1,1,5,3.605951158,0.2,0.721190232
নেদেখাওঁক,1,1,24,3.605951158,0.041666667,0.150247965
নেদেখায়?,1,1,20,3.605951158,0.05,0.180297558
নেদেখালেজে,1,1,18,3.605951158,0.055555556,0.20033062
নেদেখায়ে,1,1,5,3.605951158,0.2,0.721190232
নেদেখিলোঁ।,1,1,25,3.605951158,0.04,0.144238046
নেদেখুবাই,1,1,6,3.605951158,0.166666667,0.60099186
নেদেখুৱা,1,1,6,3.605951158,0.166666667,0.60099186
নেদেখুৱাবলৈ,1,1,11,3.605951158,0.090909091,0.327813742
নেদেখোৱালে।,1,1,9,3.605951158,0.111111111,0.40066124
নেন,1,1,5,3.605951158,0.2,0.721190232
নেনিলা,1,1,14,3.605951158,0.071428571,0.25756794
নেপাই,4,4,36,3.003891166,0.111111111,0.333765685
নেপাউ...,1,1,30,3.605951158,0.033333333,0.120198372
নেপাওঁ।,1,1,7,3.605951158,0.142857143,0.51513588
নেপাব।আছু,1,1,15,3.605951158,0.066666667,0.240396744
নেপায়,1,1,26,3.605951158,0.038461538,0.138690429
নেপায়।,1,1,8,3.605951158,0.125,0.450743895
নেপাল,1,1,3,3.605951158,0.333333333,1.201983719
নেপালৰ,2,2,28,3.304921162,0.071428571,0.236065797
নেপায়,1,1,30,3.605951158,0.033333333,0.120198372
নেপাৰি,1,1,13,3.605951158,0.076923077,0.277380858
নেপেলাই,1,1,5,3.605951158,0.2,0.721190232
নেপেলাব,1,1,7,3.605951158,0.142857143,0.51513588
নেমানে,1,1,17,3.605951158,0.058823529,0.212114774
নেমাৰিলা,1,1,3,3.605951158,0.333333333,1.201983719
নেযাবা।,1,1,8,3.605951158,0.125,0.450743895
নেযায়।,1,1,11,3.605951158,0.090909091,0.327813742
নেলাগে,4,4,25,3.003891166,0.16,0.480622587
"নেলাগে,",1,1,13,3.605951158,0.076923077,0.277380858
নেলাগে।,2,2,33,3.304921162,0.060606061,0.200298252
নেলাগে।।।,1,1,13,3.605951158,0.076923077,0.277380858
নেলাগে।কাৰন,1,1,12,3.605951158,0.083333333,0.30049593
নেলুত,1,1,24,3.605951158,0.041666667,0.150247965
নেলেজ,1,1,14,3.605951158,0.071428571,0.25756794
নেৰিবা,1,1,5,3.605951158,0.2,0.721190232
নেৰিলে,1,1,7,3.605951158,0.142857143,0.51513588
নেৰে,1,1,7,3.605951158,0.142857143,0.51513588
নেৰে।,1,1,8,3.605951158,0.125,0.450743895
নৈপাৰৰ,1,1,8,3.605951158,0.125,0.450743895
নো,4,4,40,3.003891166,0.1,0.300389117
নোকোৰা,1,1,12,3.605951158,0.083333333,0.30049593
নোকোৰাই,1,1,11,3.605951158,0.090909091,0.327813742
নোকোৰিবি,1,1,11,3.605951158,0.090909091,0.327813742
নোখোজে,1,1,30,3.605951158,0.033333333,0.120198372
নোখোৱা,1,1,11,3.605951158,0.090909091,0.327813742
নোচুচৰাই,1,1,5,3.605951158,0.2,0.721190232
নোচোৱা,1,1,12,3.605951158,0.083333333,0.30049593
নোচোৱাকৈ,1,1,8,3.605951158,0.125,0.450743895
নোপোজা,1,1,9,3.605951158,0.111111111,0.40066124
নোপোৱা,2,2,19,3.304921162,0.105263158,0.347886438
নোফোতে,1,1,13,3.605951158,0.076923077,0.277380858
নোব়াৰি,1,1,20,3.605951158,0.05,0.180297558
নোবাৰিলোৱে,1,1,7,3.605951158,0.142857143,0.51513588
নোবাৰে।,1,1,13,3.605951158,0.076923077,0.277380858
নোবেল,1,1,13,3.605951158,0.076923077,0.277380858
নোম,4,4,39,3.003891166,0.102564103,0.308091402
নোলাব,2,2,36,3.304921162,0.055555556,0.183606731
নোলাম,1,1,8,3.605951158,0.125,0.450743895
নোলোৱাকৈ,1,1,9,3.605951158,0.111111111,0.40066124
নোশুও😂😂😂,1,1,4,3.605951158,0.25,0.901487789
"নোসোমালে,",1,1,22,3.605951158,0.045454545,0.163906871
নোসোমালেই,1,1,5,3.605951158,0.2,0.721190232
নোহ,1,1,19,3.605951158,0.052631579,0.189786903
নোহোৱা,12,12,159,2.526769912,0.075471698,0.190699616
নোহোৱাকৈ,2,2,42,3.304921162,0.047619048,0.157377198
নোহোৱালৈ,2,2,28,3.304921162,0.071428571,0.236065797
নোহোৱালৈকে,2,2,14,3.304921162,0.142857143,0.472131595
নোৱাবিলি,1,1,11,3.605951158,0.090909091,0.327813742
নোৱাৰ,4,4,46,3.003891166,0.086956522,0.261207927
নোৱাৰ....,1,1,16,3.605951158,0.0625,0.225371947
নোৱাৰ।,1,1,12,3.605951158,0.083333333,0.30049593
নোৱাৰা,12,12,151,2.526769912,0.079470199,0.200802907
নোৱাৰাকে,1,1,15,3.605951158,0.066666667,0.240396744
নোৱাৰি,11,11,133,2.564558472,0.082706767,0.21210634
নোৱাৰি!,1,1,8,3.605951158,0.125,0.450743895
"নোৱাৰি,",1,1,11,3.605951158,0.090909091,0.327813742
নোৱাৰি।,1,1,8,3.605951158,0.125,0.450743895
নোৱাৰিছা,1,1,31,3.605951158,0.032258065,0.116321005
নোৱাৰিছো,1,1,15,3.605951158,0.066666667,0.240396744
নোৱাৰিব,3,3,56,3.128829903,0.053571429,0.167615888
"নোৱাৰিব,",1,1,8,3.605951158,0.125,0.450743895
নোৱাৰিব?,1,1,6,3.605951158,0.166666667,0.60099186
নোৱাৰিব|,1,1,35,3.605951158,0.028571429,0.103027176
নোৱাৰিব।,2,2,26,3.304921162,0.076923077,0.254224705
নোৱাৰিব।।,1,1,31,3.605951158,0.032258065,0.116321005
নোৱাৰিবা,1,1,11,3.605951158,0.090909091,0.327813742
নোৱাৰিবি,1,1,7,3.605951158,0.142857143,0.51513588
নোৱাৰিম,2,2,18,3.304921162,0.111111111,0.367213462
নোৱাৰিলি,1,1,6,3.605951158,0.166666667,0.60099186
নোৱাৰিলে,3,3,56,3.128829903,0.053571429,0.167615888
"নোৱাৰিলে,",1,1,10,3.605951158,0.1,0.360595116
নোৱাৰিলো,3,3,12,3.128829903,0.25,0.782207476
নোৱাৰিলোঁ,1,1,8,3.605951158,0.125,0.450743895
নোৱাৰিলোঁ।,1,1,8,3.605951158,0.125,0.450743895
নোৱাৰী,1,1,11,3.605951158,0.090909091,0.327813742
নোৱাৰু,1,1,13,3.605951158,0.076923077,0.277380858
নোৱাৰে,23,23,308,2.244223322,0.074675325,0.167588105
"নোৱাৰে,",1,1,19,3.605951158,0.052631579,0.189786903
নোৱাৰে.....!!,1,1,5,3.605951158,0.2,0.721190232
নোৱাৰে।,11,11,136,2.564558472,0.080882353,0.207427524
নোৱাৰে।বট্ৰদৱাৰ,1,1,13,3.605951158,0.076923077,0.277380858
নোৱাৰো,3,3,37,3.128829903,0.081081081,0.253688911
নোৱাৰোঁ,1,1,6,3.605951158,0.166666667,0.60099186
নোৱাৰোঁ।,2,2,17,3.304921162,0.117647059,0.388814254
নোৱাৰো🤬,1,1,22,3.605951158,0.045454545,0.163906871
নোৱোৰাৰ,1,1,31,3.605951158,0.032258065,0.116321005
নৌ,1,1,9,3.605951158,0.111111111,0.40066124
ন্যায়,2,2,23,3.304921162,0.086956522,0.287384449
ন্যায্যতা,1,1,3,3.605951158,0.333333333,1.201983719
ন্যায়,1,1,2,3.605951158,0.5,1.802975579
ন্যায়ালয়ৰ,1,1,9,3.605951158,0.111111111,0.40066124
নয়।,1,1,15,3.605951158,0.066666667,0.240396744
নয়ন,1,1,7,3.605951158,0.142857143,0.51513588
নয়নেও,1,1,6,3.605951158,0.166666667,0.60099186
নৰ,1,1,13,3.605951158,0.076923077,0.277380858
নৰকত,1,1,3,3.605951158,0.333333333,1.201983719
নৰকি,1,1,9,3.605951158,0.111111111,0.40066124
নৰখাদক,1,1,5,3.605951158,0.2,0.721190232
নৰপিখাচক,1,1,10,3.605951158,0.1,0.360595116
নৰপিশাচ,1,1,13,3.605951158,0.076923077,0.277380858
নৰপিশাষ,1,1,8,3.605951158,0.125,0.450743895
নৰবা,1,1,10,3.605951158,0.1,0.360595116
নৰমেলি,1,1,12,3.605951158,0.083333333,0.30049593
নৰসিংহ,1,1,5,3.605951158,0.2,0.721190232
নৰিয়া,1,1,21,3.605951158,0.047619048,0.17171196
নৰি৷,1,1,5,3.605951158,0.2,0.721190232
নৰেন্দ্ৰ,1,1,8,3.605951158,0.125,0.450743895
নৰ্তকীক,1,1,8,3.605951158,0.125,0.450743895
নৱনালে,2,2,8,3.304921162,0.25,0.82623029
নৱপ্ৰজনমৰ,1,1,13,3.605951158,0.076923077,0.277380858
ন৷,1,1,19,3.605951158,0.052631579,0.189786903
প,1,1,8,3.605951158,0.125,0.450743895
পঁয়া,1,1,8,3.605951158,0.125,0.450743895
পংকজ,2,2,14,3.304921162,0.142857143,0.472131595
পঃ,1,1,20,3.605951158,0.05,0.180297558
পইচ,1,1,17,3.605951158,0.058823529,0.212114774
পইচা,23,22,336,2.263528477,0.068452381,0.154943914
পইচাই,3,3,63,3.128829903,0.047619048,0.1489919
পইচে,1,1,20,3.605951158,0.05,0.180297558
পইছা,3,3,41,3.128829903,0.073170732,0.228938773
পইছাৰ,1,1,11,3.605951158,0.090909091,0.327813742
পইন্টত,1,1,16,3.605951158,0.0625,0.225371947
পকা,4,4,42,3.003891166,0.095238095,0.286084873
পকাই,1,1,13,3.605951158,0.076923077,0.277380858
পকামিঠৈ,1,1,13,3.605951158,0.076923077,0.277380858
পকেট,1,1,8,3.605951158,0.125,0.450743895
পকেত,1,1,6,3.605951158,0.166666667,0.60099186
পক্ষই,2,2,42,3.304921162,0.047619048,0.157377198
পক্ষত,3,3,45,3.128829903,0.066666667,0.20858866
পক্ষী,3,3,16,3.128829903,0.1875,0.586655607
পক্ষীয়েও,1,1,12,3.605951158,0.083333333,0.30049593
পক্ষৰ,1,1,14,3.605951158,0.071428571,0.25756794
পকৰ,5,5,25,2.906981153,0.2,0.581396231
পকৰখন,1,1,1,3.605951158,1,3.605951158
পকৰত,4,4,51,3.003891166,0.078431373,0.235599307
পকৰি,2,1,9,3.605951158,0.222222222,0.801322479
পখা,1,1,7,3.605951158,0.142857143,0.51513588
পখী,1,1,14,3.605951158,0.071428571,0.25756794
পগল,1,1,5,3.605951158,0.2,0.721190232
পগলা,10,9,129,2.651708648,0.07751938,0.20555881
"পগলা,",1,1,11,3.605951158,0.090909091,0.327813742
পগলাই,1,1,4,3.605951158,0.25,0.901487789
পগলাৰ,1,1,25,3.605951158,0.04,0.144238046
পচাৰ্,1,1,18,3.605951158,0.055555556,0.20033062
পচিব,1,1,3,3.605951158,0.333333333,1.201983719
পঞ্চাছ,1,1,46,3.605951158,0.02173913,0.078390243
পঞ্চায়তৰ,1,1,20,3.605951158,0.05,0.180297558
পটপটকৈ,1,1,9,3.605951158,0.111111111,0.40066124
পট্টাৰ,1,1,11,3.605951158,0.090909091,0.327813742
পঠা,1,1,9,3.605951158,0.111111111,0.40066124
পঠাই,5,5,50,2.906981153,0.1,0.290698115
পঠাইছে,1,1,19,3.605951158,0.052631579,0.189786903
পঠাব,3,3,25,3.128829903,0.12,0.375459588
পঠিয়াই,2,2,34,3.304921162,0.058823529,0.194407127
পঠিয়াইছিল,1,1,21,3.605951158,0.047619048,0.17171196
পঠিয়াব,2,2,36,3.304921162,0.055555556,0.183606731
"পঠিয়াইছে,",1,1,11,3.605951158,0.090909091,0.327813742
পঠিয়াম,1,1,11,3.605951158,0.090909091,0.327813742
পঠিয়ালে!,1,1,4,3.605951158,0.25,0.901487789
পঢ়া,3,3,39,3.128829903,0.076923077,0.240679223
পঢ়াই,1,1,22,3.605951158,0.045454545,0.163906871
পঢ়াব?,1,1,12,3.605951158,0.083333333,0.30049593
পঢ়াম,1,1,13,3.605951158,0.076923077,0.277380858
পঢ়াশালি,1,1,20,3.605951158,0.05,0.180297558
পঢ়ি,7,7,99,2.760853118,0.070707071,0.195211837
পঢ়িছিল,2,2,37,3.304921162,0.054054054,0.178644387
পঢ়িব,2,2,18,3.304921162,0.111111111,0.367213462
পঢ়ে,1,1,12,3.605951158,0.083333333,0.30049593
পঢ়ো।,1,1,6,3.605951158,0.166666667,0.60099186
পণ,1,1,20,3.605951158,0.05,0.180297558
পণ্ডিত,1,1,13,3.605951158,0.076923077,0.277380858
পতন,1,1,7,3.605951158,0.142857143,0.51513588
পতনৰ,1,1,8,3.605951158,0.125,0.450743895
পতা,3,3,50,3.128829903,0.06,0.187729794
পতাই,1,1,6,3.605951158,0.166666667,0.60099186
পতাত,1,1,14,3.605951158,0.071428571,0.25756794
পতিজন,1,1,23,3.605951158,0.043478261,0.156780485
পতিবোলে,1,1,45,3.605951158,0.022222222,0.080132248
পতিশ্ৰুতি,1,1,25,3.605951158,0.04,0.144238046
পতিয়ে,1,1,25,3.605951158,0.04,0.144238046
পত্নী-কন্যাৰ,1,1,12,3.605951158,0.083333333,0.30049593
পত্ৰৰ,1,1,17,3.605951158,0.058823529,0.212114774
পথ,3,3,22,3.128829903,0.136363636,0.426658623
পথত,5,5,58,2.906981153,0.086206897,0.250601824
পথত..,1,1,4,3.605951158,0.25,0.901487789
পথলৈ,1,1,9,3.605951158,0.111111111,0.40066124
পথাৰ,4,4,62,3.003891166,0.064516129,0.19379943
পথাৰত,4,4,62,3.003891166,0.064516129,0.19379943
পথাৰলে,1,1,31,3.605951158,0.032258065,0.116321005
পথাৰৰ,1,1,8,3.605951158,0.125,0.450743895
পথে,1,1,12,3.605951158,0.083333333,0.30049593
পদ,1,1,15,3.605951158,0.066666667,0.240396744
পদক্ষেপ,8,8,76,2.702861171,0.105263158,0.284511702
পদক্ষেপ।,1,1,11,3.605951158,0.090909091,0.327813742
পদক্ষেপটো,1,1,11,3.605951158,0.090909091,0.327813742
পদত,1,1,15,3.605951158,0.066666667,0.240396744
পদময্যদাত,1,1,7,3.605951158,0.142857143,0.51513588
পদস্থ,2,2,22,3.304921162,0.090909091,0.300447378
পদুম,1,1,30,3.605951158,0.033333333,0.120198372
পদুমৰ,1,1,30,3.605951158,0.033333333,0.120198372
পদূলি,1,1,3,3.605951158,0.333333333,1.201983719
পদৰ,1,1,31,3.605951158,0.032258065,0.116321005
পন্ঞায়ত,1,1,12,3.605951158,0.083333333,0.30049593
পন্থা,1,1,21,3.605951158,0.047619048,0.17171196
পপিয়া,1,1,16,3.605951158,0.0625,0.225371947
পপীয়াটো,1,1,2,3.605951158,0.5,1.802975579
পপীয়াটো,1,1,2,3.605951158,0.5,1.802975579
পপীয়াৰ,1,1,4,3.605951158,0.25,0.901487789
পপোলাৰ,1,1,8,3.605951158,0.125,0.450743895
পবিত্ৰ,7,7,119,2.760853118,0.058823529,0.162403125
পভাব,1,1,7,3.605951158,0.142857143,0.51513588
পম,1,1,16,3.605951158,0.0625,0.225371947
পরা,1,1,19,3.605951158,0.052631579,0.189786903
পরিচয়,1,1,6,3.605951158,0.166666667,0.60099186
পরিবর্তন,1,1,12,3.605951158,0.083333333,0.30049593
পরে,1,1,13,3.605951158,0.076923077,0.277380858
পলমে,1,1,13,3.605951158,0.076923077,0.277380858
পলাই,16,15,189,2.429859899,0.084656085,0.205702425
পলাব,1,1,7,3.605951158,0.142857143,0.51513588
পলাবলৈ,1,1,4,3.605951158,0.25,0.901487789
পলাল,1,1,11,3.605951158,0.090909091,0.327813742
পলায়ন,1,1,22,3.605951158,0.045454545,0.163906871
পলিটিক্স,1,1,16,3.605951158,0.0625,0.225371947
পলিটিছ,1,1,8,3.605951158,0.125,0.450743895
পলুভন,1,1,15,3.605951158,0.066666667,0.240396744
পলুৱাই,2,2,27,3.304921162,0.074074074,0.244808975
পলোরাই,1,1,7,3.605951158,0.142857143,0.51513588
"পলৰীয়া,",1,1,10,3.605951158,0.1,0.360595116
পশংসা,1,1,12,3.605951158,0.083333333,0.30049593
পশুতকৈও,1,1,8,3.605951158,0.125,0.450743895
পশুবিলাকৰ,1,1,8,3.605951158,0.125,0.450743895
পশ্চিম,3,3,39,3.128829903,0.076923077,0.240679223
পশ্চিমবংগৰ,1,1,12,3.605951158,0.083333333,0.30049593
পশ্চিমীয়া,1,1,43,3.605951158,0.023255814,0.083859329
পষ্ট,1,1,20,3.605951158,0.05,0.180297558
পষ্টটোত,1,1,10,3.605951158,0.1,0.360595116
পষ্টাবি,1,1,4,3.605951158,0.25,0.901487789
পসাশনে,1,1,26,3.605951158,0.038461538,0.138690429
পস্তাও,1,1,15,3.605951158,0.066666667,0.240396744
পস্তাৱিত,1,1,14,3.605951158,0.071428571,0.25756794
পা,1,1,19,3.605951158,0.052631579,0.189786903
"পা,",1,1,12,3.605951158,0.083333333,0.30049593
পাঁচ,3,3,43,3.128829903,0.069767442,0.218290458
পাঁচটা,1,1,14,3.605951158,0.071428571,0.25756794
পাই,22,22,263,2.263528477,0.08365019,0.189344587
"পাই,",1,1,13,3.605951158,0.076923077,0.277380858
পাই...,1,1,19,3.605951158,0.052631579,0.189786903
পাই।,3,3,35,3.128829903,0.085714286,0.26818542
পাইছ,2,2,30,3.304921162,0.066666667,0.220328077
পাইছা,3,3,53,3.128829903,0.056603774,0.177103579
"পাইছিল,",1,1,10,3.605951158,0.1,0.360595116
পাইছিলো,1,1,22,3.605951158,0.045454545,0.163906871
পাইছু,1,1,14,3.605951158,0.071428571,0.25756794
পাইছে,9,9,95,2.651708648,0.094736842,0.251214504
"পাইছে,",2,2,22,3.304921162,0.090909091,0.300447378
"পাইছে,কোন",1,1,34,3.605951158,0.029411765,0.106057387
পাইছে।,3,3,38,3.128829903,0.078947368,0.247012887
পাইছে।।যি,1,1,14,3.605951158,0.071428571,0.25756794
পাইছো,5,5,43,2.906981153,0.11627907,0.338021064
"পাইছো,যি",1,1,13,3.605951158,0.076923077,0.277380858
পাইছোঁ,5,5,87,2.906981153,0.057471264,0.167067882
পাইনি,1,1,20,3.605951158,0.05,0.180297558
পাইপ,1,1,13,3.605951158,0.076923077,0.277380858
পাইয়ে,2,2,28,3.304921162,0.071428571,0.236065797
পাইলে,1,1,7,3.605951158,0.142857143,0.51513588
পাইশে,1,1,7,3.605951158,0.142857143,0.51513588
পাউ,1,1,7,3.605951158,0.142857143,0.51513588
পাঐিব,1,1,33,3.605951158,0.03030303,0.109271247
পাও,11,11,139,2.564558472,0.079136691,0.20295067
পাওঁ,12,11,168,2.564558472,0.071428571,0.183182748
"পাওঁ,,,,গাত",1,1,13,3.605951158,0.076923077,0.277380858
পাওঁ.,1,1,7,3.605951158,0.142857143,0.51513588
পাওঁ।তহঁততকৈ,1,1,9,3.605951158,0.111111111,0.40066124
পাওঁক,1,1,7,3.605951158,0.142857143,0.51513588
পাওঁ৷,1,1,6,3.605951158,0.166666667,0.60099186
পাওয়াৰ,1,1,5,3.605951158,0.2,0.721190232
পাক,1,1,11,3.605951158,0.090909091,0.327813742
পাকঘৰ,1,1,15,3.605951158,0.066666667,0.240396744
পাকঘৰত,2,2,31,3.304921162,0.064516129,0.21322072
পাকঘৰলৈ,1,1,9,3.605951158,0.111111111,0.40066124
পাকিস্তান,3,3,36,3.128829903,0.083333333,0.260735825
"পাকিস্তান,",1,1,16,3.605951158,0.0625,0.225371947
পাকিস্তানে,1,1,18,3.605951158,0.055555556,0.20033062
পাকিস্তানৰ,2,2,29,3.304921162,0.068965517,0.227925597
পাকেহে,1,1,9,3.605951158,0.111111111,0.40066124
পাক্কা,1,1,4,3.605951158,0.25,0.901487789
পাখণ্ড,1,1,14,3.605951158,0.071428571,0.25756794
পাখণ্ডক,1,1,17,3.605951158,0.058823529,0.212114774
পাখন্দি,1,1,6,3.605951158,0.166666667,0.60099186
পাখি,4,3,30,3.128829903,0.133333333,0.41717732
পাখৰি,3,3,21,3.128829903,0.142857143,0.4469757
পাখৰী,1,1,11,3.605951158,0.090909091,0.327813742
পাখৰীকেইজনীক,1,1,16,3.605951158,0.0625,0.225371947
পাগঘৰত,1,1,7,3.605951158,0.142857143,0.51513588
পাগঘৰৰ,1,1,19,3.605951158,0.052631579,0.189786903
পাগত,1,1,4,3.605951158,0.25,0.901487789
পাগল,40,39,285,2.014886551,0.140350877,0.282791095
"পাগল...,",1,1,3,3.605951158,0.333333333,1.201983719
পাগলl,1,1,20,3.605951158,0.05,0.180297558
পাগলক,1,1,5,3.605951158,0.2,0.721190232
পাগলটোক,1,1,11,3.605951158,0.090909091,0.327813742
পাগলা,3,3,19,3.128829903,0.157894737,0.494025774
পাগলামি,1,1,6,3.605951158,0.166666667,0.60099186
পাগলি,2,2,21,3.304921162,0.095238095,0.314754396
"পাগলি,",1,1,11,3.605951158,0.090909091,0.327813742
পাগলিৰ,1,1,14,3.605951158,0.071428571,0.25756794
পাগলী,6,6,45,2.827799907,0.133333333,0.377039988
"পাগলী,তোৰ",1,1,14,3.605951158,0.071428571,0.25756794
পাগলীজনীকহে,1,1,12,3.605951158,0.083333333,0.30049593
পাগলীজনীৰ,1,1,10,3.605951158,0.1,0.360595116
পাগলীৰ,1,1,8,3.605951158,0.125,0.450743895
পাগলে,4,4,29,3.003891166,0.137931034,0.414329816
পাগলের,3,3,23,3.128829903,0.130434783,0.408108248
পাগলৰ,6,6,57,2.827799907,0.105263158,0.297663148
পাগলৰও,1,1,11,3.605951158,0.090909091,0.327813742
পাগুলা,1,1,17,3.605951158,0.058823529,0.212114774
পাগুলাদি,1,1,15,3.605951158,0.066666667,0.240396744
পাগুলি,2,2,32,3.304921162,0.0625,0.206557573
পাগেলি,1,1,5,3.605951158,0.2,0.721190232
পাগোলোৰ,1,1,5,3.605951158,0.2,0.721190232
পাচ,1,1,13,3.605951158,0.076923077,0.277380858
পাচটা,1,1,18,3.605951158,0.055555556,0.20033062
পাচতো,1,1,21,3.605951158,0.047619048,0.17171196
পাচ্ছি,1,1,6,3.605951158,0.166666667,0.60099186
পাছ,3,3,84,3.128829903,0.035714286,0.111743925
পাছত,15,15,207,2.429859899,0.072463768,0.176076804
পাছতো,2,2,23,3.304921162,0.086956522,0.287384449
পাছৰ,1,1,14,3.605951158,0.071428571,0.25756794
পাঞ্জাৱ,1,1,15,3.605951158,0.066666667,0.240396744
পাটচি,1,1,2,3.605951158,0.5,1.802975579
পাটি,1,1,7,3.605951158,0.142857143,0.51513588
পাটোৱাৰী,1,1,25,3.605951158,0.04,0.144238046
পাঠ,1,1,20,3.605951158,0.05,0.180297558
পাঠ্যক্ৰম,1,1,15,3.605951158,0.066666667,0.240396744
পাঠ্যপুথি,1,1,36,3.605951158,0.027777778,0.10016531
পাণি,1,1,14,3.605951158,0.071428571,0.25756794
পাত,3,3,42,3.128829903,0.071428571,0.22348785
পাত??,1,1,5,3.605951158,0.2,0.721190232
পাতল,3,2,37,3.304921162,0.081081081,0.267966581
পাতালে,1,1,9,3.605951158,0.111111111,0.40066124
পাতি,8,8,117,2.702861171,0.068376068,0.18481102
পাতিছে,1,1,14,3.605951158,0.071428571,0.25756794
পাতিব,3,3,81,3.128829903,0.037037037,0.115882589
পাতিবলৈ,2,2,63,3.304921162,0.031746032,0.104918132
পাতিবো,2,2,20,3.304921162,0.1,0.330492116
পাতিম,1,1,16,3.605951158,0.0625,0.225371947
পাতিয়ো,1,1,8,3.605951158,0.125,0.450743895
পাতে,1,1,19,3.605951158,0.052631579,0.189786903
পাত্তা,2,2,33,3.304921162,0.060606061,0.200298252
পাত্ৰ,3,3,46,3.128829903,0.065217391,0.204054124
পাতৰ,2,2,28,3.304921162,0.071428571,0.236065797
পাথকক,1,1,10,3.605951158,0.1,0.360595116
পাথকৰ,1,1,4,3.605951158,0.25,0.901487789
পাদুকনক,1,1,7,3.605951158,0.142857143,0.51513588
পান,1,1,11,3.605951158,0.090909091,0.327813742
পানায়,1,1,9,3.605951158,0.111111111,0.40066124
পানি,1,1,12,3.605951158,0.083333333,0.30049593
পানী,23,20,241,2.304921162,0.095435685,0.219971729
পানীও,1,1,7,3.605951158,0.142857143,0.51513588
পানীটুপি,1,1,20,3.605951158,0.05,0.180297558
পানীত,1,1,5,3.605951158,0.2,0.721190232
পানীয়ে,1,1,8,3.605951158,0.125,0.450743895
পানীৰ,1,1,9,3.605951158,0.111111111,0.40066124
পানীৰে,1,1,11,3.605951158,0.090909091,0.327813742
পাপ,9,8,65,2.702861171,0.138461538,0.374242316
পাপ'ৰ,1,1,7,3.605951158,0.142857143,0.51513588
পাপত,1,1,6,3.605951158,0.166666667,0.60099186
পাপনে,1,1,25,3.605951158,0.04,0.144238046
পাপি,1,1,6,3.605951158,0.166666667,0.60099186
"পাপিষ্ট,",1,1,11,3.605951158,0.090909091,0.327813742
পাপিষ্ঠৰ,1,1,13,3.605951158,0.076923077,0.277380858
পাপী,2,2,17,3.304921162,0.117647059,0.388814254
পাপীজনীক,1,1,5,3.605951158,0.2,0.721190232
পাপে,1,1,2,3.605951158,0.5,1.802975579
পাপেই,1,1,4,3.605951158,0.25,0.901487789
পাব,22,22,306,2.263528477,0.071895425,0.162737341
"পাব,",1,1,16,3.605951158,0.0625,0.225371947
পাব?,1,1,15,3.605951158,0.066666667,0.240396744
পাব।,6,6,64,2.827799907,0.09375,0.265106241
